occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence,sent_start,sent_end,triage
6073,1012,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,run_2,2,Stochastic,with,Contingency,with,34,38,,0,,contiguous,1,"The discussion is highly chaotic, with multiple players claiming roles (like Seer) and accusing others.",34-38,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,UNCLEAR
6084,1013,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_2,2,Stochastic,given,Contingency,Given,273,278,,0,,contiguous,3,"Given his aggressive attempts to control the story and his conflicting statements about who the Werewolf is, he represents the greatest risk to Team Village.",273-278,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6097,1015,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_2,2,Stochastic,with,Contingency,with,244,248,,0,,contiguous,3,"Furthermore, Justin himself agrees with the accusation, which is a highly suspicious action for a Werewolf trying to hide their identity.",244-248,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,35,39,NON_CONNECTIVE_LIKELY
6109,1017,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_2,2,Stochastic,despite,Comparison,despite,177,184,,0,,contiguous,2,"Multiple players, including Caitlynn and Mike, directly accuse him of being a Werewolf, despite his claims of being the Seer.",177-184,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,88,95,UNCLEAR
6110,1017,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,run_2,2,Stochastic,given,Contingency,Given,333,338,,0,,contiguous,4,"Given the persistent and repeated accusations against him, he represents the highest risk to Team Village's victory.",333-338,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6125,1019,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_2,2,Stochastic,with,Contingency,with,224,228,,0,,contiguous,3,"While the discussion is highly chaotic and filled with role-swapping claims, the repeated focus on Caitlynn's alleged alignment makes her the most plausible target for Team Village to eliminate.",224-228,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,50,54,NON_CONNECTIVE_LIKELY
6127,1019,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_2,2,Stochastic,with,Contingency,with,391,395,,0,,contiguous,4,Voting her out aligns with the goal of eliminating a suspected Werewolf.,391-395,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,22,26,NON_CONNECTIVE_LIKELY
6135,1020,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_2,2,Stochastic,given,Contingency,Given,340,345,,0,,contiguous,4,"Given the high stakes and the fact that his testimony is the sole piece of definitive information regarding the Werewolves' location, he represents the greatest risk and the most logical target for elimination.",340-345,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6149,1022,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_2,2,Stochastic,given that,Contingency,Given that,352,362,,0,,contiguous,4,"Given that Team Village wins by eliminating a Werewolf, and James is the established target of the group, voting him out is the most logical move to achieve victory.",352-362,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
6156,1023,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_2,2,Stochastic,with,Contingency,with,368,372,,0,,contiguous,3,"While Mitchell claimed to be the Tanner, Mike's pattern of deflection and resistance to revealing information aligns with the behavior of a Werewolf trying to avoid elimination.",368-372,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,117,121,NON_CONNECTIVE_LIKELY
6157,1023,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,run_2,2,Stochastic,given,Contingency,Given,429,434,,0,,contiguous,4,"Given the urgency of finding a Werewolf, Mike represents the strongest cumulative suspicion based on the public dialogue.",429-434,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6166,1025,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_2,2,Stochastic,despite,Comparison,despite,378,385,,0,,contiguous,3,"Furthermore, he is actively involved in confusing the group about the presence of Werewolves, despite Mike's claim of having seen them.",378-385,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,94,101,UNCLEAR
6186,1028,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_2,2,Stochastic,with,Contingency,with,160,164,,0,,contiguous,2,"While the transcript is filled with complex role swaps and confusion regarding who holds which card, Mitchell became the primary target of the group's suspicion.",160-164,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,31,35,NON_CONNECTIVE_LIKELY
6189,1028,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_2,2,Stochastic,given,Contingency,Given,432,437,,0,,contiguous,4,"Given the immediate need for Team Village to eliminate a Werewolf, Mitchell is the most logical choice based on the collective suspicion presented in the discussion.",432-437,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6204,1031,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_2,2,Stochastic,despite,Comparison,Despite,306,313,,0,,contiguous,3,"Despite the confusion caused by role swaps, the majority of the players, including James, Mike, and Caitlynn, converge on Mitchell as the most suspicious individual.",306-313,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6207,1031,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_2,2,Stochastic,given,Contingency,Given,472,477,,0,,contiguous,4,"Given the high level of suspicion and the strategic nature of his statements, Mitchell is the most likely Werewolf or Minion.",472-477,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6223,1033,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_2,2,Stochastic,with,Contingency,with,342,346,,0,,contiguous,3,"This highly self-aware and defensive behavior, combined with his discussion of putting a werewolf back in the middle, strongly suggests he is attempting to deflect suspicion as a Werewolf.",342-346,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,56,60,NON_CONNECTIVE_LIKELY
6225,1033,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_2,2,Stochastic,given,Contingency,Given,475,480,,0,,contiguous,4,"Given the need to eliminate a Werewolf for Team Village to win, Mitchell is the prime target.",475-480,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6247,1037,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,run_2,2,Stochastic,with,Contingency,with,34,38,,0,,contiguous,1,"The discussion is highly chaotic, with multiple players making contradictory claims about their roles, which is typical of a game involving role swaps.",34-38,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,CLAUSE_INITIAL_PLAUSIBLE
6257,1037,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,run_2,2,Stochastic,given,Contingency,given,596,601,,0,,contiguous,4,Eliminating the most vocal and assertive claimant of the Werewolf role is the strongest strategic move given the lack of verifiable information.,596-601,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,103,108,NON_CONNECTIVE_LIKELY
6259,1038,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,run_2,2,Stochastic,with,Contingency,with,69,73,,0,,contiguous,1,Paul exhibits the most aggressive and persistent behavior consistent with a Werewolf trying to deflect suspicion.,69-73,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,69,73,NON_CONNECTIVE_LIKELY
6275,1040,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,run_2,2,Stochastic,with,Contingency,with,266,270,,0,,contiguous,3,"Although players may lie, this direct self-incrimination, coupled with accusations from both Mitchell and Paul, makes him the primary suspect.",266-270,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,66,70,NON_CONNECTIVE_LIKELY
6278,1041,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_2,2,Stochastic,with,Contingency,with,64,68,,0,,contiguous,1,"The discussion transcript indicates a highly volatile situation with multiple role swaps, making definitive identification impossible.",64-68,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,64,68,NON_CONNECTIVE_LIKELY
6288,1043,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,run_2,2,Stochastic,with,Contingency,with,41,45,,0,,contiguous,1,"The discussion is highly chaotic, filled with conflicting accusations (Tanner, Werewolf) and role swaps.",41-45,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,41,45,NON_CONNECTIVE_LIKELY
6300,1044,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_2,2,Stochastic,with,Contingency,with,301,305,,0,,contiguous,3,"Her statements about seeing a Troublemaker and a Werewolf were met with skepticism, and her overall narrative is confusing and self-serving.",301-305,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,67,71,NON_CONNECTIVE_LIKELY
6304,1044,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_2,2,Stochastic,given,Contingency,Given,375,380,,0,,contiguous,4,"Given the high level of distrust surrounding her role and her attempts to manage the conversation, she represents the greatest immediate threat to Team Village.",375-380,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6310,1045,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,run_2,2,Stochastic,despite,Comparison,Despite,379,386,,0,,contiguous,4,"Despite Haak claiming to be the Hunter, the weight of the recent accusations and the momentum of the group suggests he is the most likely target to eliminate a Werewolf.",379-386,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6312,1046,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_2,2,Stochastic,with,Contingency,with,67,71,,0,,contiguous,1,"Mike is the primary target of suspicion throughout the discussion, with multiple players, including Justin and James, repeatedly accusing him of being a Werewolf.",67-71,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,67,71,CLAUSE_INITIAL_PLAUSIBLE
6321,1046,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_2,2,Stochastic,given,Contingency,Given,524,529,,0,,contiguous,4,"Given the high level of consensus among the accusers, voting out Mike offers the highest probability of eliminating a Werewolf and securing a victory for Team Village.",524-529,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6334,1048,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,run_2,2,Stochastic,given,Contingency,Given,263,268,,0,,contiguous,3,"Given the pressure to eliminate a perceived threat, and the group's unanimous agreement, Mitchell is the most logical choice to vote out based on the public discourse.",263-268,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6340,1049,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,run_2,2,Stochastic,given,Contingency,Given,395,400,,0,,contiguous,5,"Given the need to eliminate a Werewolf, Julie presents the highest risk and highest reward target.",395-400,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6351,1051,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_2,2,Stochastic,despite,Comparison,Despite,147,154,,0,,contiguous,2,"Despite his claims, he is the focus of the final consensus among Mitchell and Mike, who actively push for his elimination.",147-154,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6357,1051,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_2,2,Stochastic,with,Contingency,with,439,443,,0,,contiguous,4,Voting him out aligns with the collective belief that he is the most likely Werewolf.,439-443,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,22,26,NON_CONNECTIVE_LIKELY
6362,1052,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,run_2,2,Stochastic,with,Contingency,with,174,178,,0,,contiguous,1,"Justin exhibits the most aggressive and manipulative behavior throughout the discussion, frequently initiating accusations and then immediately pivoting or defending himself with complex role theories.",174-178,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,174,178,NON_CONNECTIVE_LIKELY
6376,1054,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,run_2,2,Stochastic,given,Contingency,Given,335,340,,0,,contiguous,4,"Given the need to eliminate a Werewolf for Team Village to win, Paul is the most direct and consistently targeted suspect.",335-340,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6408,1059,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,run_2,2,Stochastic,with,Contingency,with,66,70,,0,,contiguous,1,"Mike is the most consistently accused player of being a Werewolf, with both Alysha and Mitchell repeatedly stating this claim.",66-70,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,66,70,UNCLEAR
6421,1061,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,run_2,2,Stochastic,despite,Comparison,Despite,122,129,,0,,contiguous,2,"Despite Brett's attempts to deflect suspicion by mentioning the possibility of being the Mason, the consensus among the accusers is that he is the primary threat.",122-129,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6433,1063,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,run_2,2,Stochastic,despite,Comparison,Despite,302,309,,0,,contiguous,3,"Despite the complexity of role swaps and potential deception, the collective consensus of the most engaged players is to target Alysha, making her the most probable choice to eliminate a Werewolf and secure a Village victory.",302-309,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6436,1064,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,run_2,2,Stochastic,with,Contingency,with,37,41,,0,,contiguous,1,"The discussion is extremely chaotic, with multiple players making conflicting claims about role swaps (Troublemaker, Doppelganger) and who holds which card.",37-41,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,37,41,CLAUSE_INITIAL_PLAUSIBLE
6441,1064,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,run_2,2,Stochastic,with,Contingency,with,331,335,,0,,contiguous,3,"Carly explicitly states multiple times that Mitchell is a werewolf (73, 86), and Justin later agrees with this assessment (123).",331-335,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,101,105,NON_CONNECTIVE_LIKELY
6444,1065,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_2,2,Stochastic,with,Contingency,with,37,41,,0,,contiguous,1,"The discussion is extremely chaotic, with multiple players making conflicting claims about their roles, particularly regarding the Tanner and Troublemaker.",37-41,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,37,41,CLAUSE_INITIAL_PLAUSIBLE
6445,1065,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_2,2,Stochastic,particularly,Expansion,particularly,104,116,,0,,contiguous,1,"The discussion is extremely chaotic, with multiple players making conflicting claims about their roles, particularly regarding the Tanner and Troublemaker.",104-116,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,104,116,NON_CONNECTIVE_LIKELY
6450,1065,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_2,2,Stochastic,given,Contingency,Given,460,465,,0,,contiguous,4,"Given the lack of concrete evidence, targeting the most assertive and confusing voice is the best strategy to attempt to eliminate a potential Werewolf.",460-465,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6454,1066,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,run_2,2,Stochastic,despite,Comparison,Despite,241,248,,0,,contiguous,3,"Despite his attempts to deflect suspicion and suggest he might be a Minion, the collective focus of the group has repeatedly targeted him.",241-248,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6456,1066,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,run_2,2,Stochastic,given,Contingency,Given,380,385,,0,,contiguous,4,"Given the high probability that he is a Werewolf, eliminating him is the optimal strategy for Team Village to secure victory.",380-385,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6464,1068,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,given,Contingency,Given,377,382,,0,,contiguous,4,"Given the high level of suspicion directed at her, she is chosen as the most probable Werewolf or Minion to eliminate for Team Village's benefit.",377-382,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6468,1069,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,run_2,2,Stochastic,with,Contingency,with,34,38,,0,,contiguous,1,"The discussion is highly chaotic, with multiple players making conflicting claims about their roles and actions.",34-38,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,34,38,UNCLEAR
6489,1071,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,run_2,2,Stochastic,despite,Comparison,Despite,276,283,,0,,contiguous,4,"Despite Mike's attempts to deflect and counter-accuse, the public evidence presented in the final minutes of the transcript points strongly toward Mike as the most likely Werewolf.",276-283,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6497,1072,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,run_2,2,Stochastic,given,Contingency,Given,445,450,,0,,contiguous,4,"Given the lack of definitive proof of who is lying, targeting the source of the most critical information is the most strategic move.",445-450,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6504,1073,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,run_2,2,Stochastic,given,Contingency,Given,366,371,,0,,contiguous,4,"Given the urgency of the voting phase, targeting the player who openly claimed the Werewolf role is the most direct path toward achieving Team Village's win condition.",366-371,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6509,1074,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,run_2,2,Stochastic,with,Contingency,with,451,455,,0,,contiguous,4,Voting out James aligns with the goal of eliminating a Werewolf if one is present.,451-455,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,24,28,NON_CONNECTIVE_LIKELY
6527,1077,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,run_2,2,Stochastic,despite,Comparison,Despite,290,297,,0,,contiguous,3,"Despite the conflicting claims from others, the group ultimately focused on Paul as the most likely target based on this information.",290-297,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6554,1082,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,run_2,2,Stochastic,despite,Comparison,despite,46,53,,0,,contiguous,1,"Justin is the most heavily implicated player, despite the confusing role swaps.",46-53,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,46,53,UNCLEAR
6558,1082,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,run_2,2,Stochastic,with,Contingency,with,293,297,,0,,contiguous,4,"While the conversation is filled with conflicting claims about who was the Robber or Tanner, Justin's self-incrimination and the direct accusation make him the strongest target for Team Village to eliminate.",293-297,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,33,37,NON_CONNECTIVE_LIKELY
6580,1085,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,despite,Comparison,despite,310,317,,0,,contiguous,3,"Justin and Paul, despite their own roles, appear to be aligning against Mitchell, suggesting he is a prime target.",310-317,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,17,24,CLAUSE_INITIAL_PLAUSIBLE
6584,1086,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_2,2,Stochastic,without,Contingency,without,254,261,,0,,contiguous,2,"These absolute declarations, especially without supporting evidence, are often used by Werewolves to control the narrative and deflect suspicion.",254-261,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,40,47,NON_CONNECTIVE_LIKELY
6593,1087,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,given,Contingency,Given,364,369,,0,,contiguous,4,"Given the high level of conflict and the focus on Mike's status as a potential Werewolf or Hunter, he represents the most probable target for Team Village to secure a win.",364-369,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6606,1089,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,given,Contingency,Given,315,320,,0,,contiguous,3,"Given the high level of role swapping and deception, and the inability to definitively name a Werewolf, I cannot confidently select a target for elimination.",315-320,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6612,1090,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,despite,Comparison,Despite,92,99,,0,,contiguous,2,"Despite claiming to be the Robber or the Tanner, he is repeatedly accused by other players of being a Werewolf, particularly in the later stages of the conversation.",92-99,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
6614,1090,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,particularly,Expansion,particularly,204,216,,0,,contiguous,2,"Despite claiming to be the Robber or the Tanner, he is repeatedly accused by other players of being a Werewolf, particularly in the later stages of the conversation.",204-216,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,112,124,NON_CONNECTIVE_LIKELY
6617,1090,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,eventually,Temporal,eventually,270,280,,0,,contiguous,3,"While Katie eventually admitted to being the Tanner, Pete's persistent deception and the direct accusations against him make him the highest probability target for Team Village to eliminate a Werewolf.",270-280,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,12,22,NON_CONNECTIVE_LIKELY
6621,1091,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,despite,Comparison,despite,63,70,,0,,contiguous,1,"The discussion heavily focuses on Mike as the primary suspect, despite the complex role swaps and claims made by other players.",63-70,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,63,70,UNCLEAR
6641,1093,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,given,Contingency,Given,442,447,,0,,contiguous,4,"Given the high probability that one of the self-proclaimed wolves is genuine, targeting DeAndre offers the best chance for Team Village to eliminate a Werewolf.",442-447,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
6647,1094,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,given,Contingency,Given,273,278,,0,,contiguous,3,"Given the high level of accusation and his admission of wolfing, voting out DeAndre is the most logical move to eliminate a potential Werewolf and secure a victory for Team Village.",273-278,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
