occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans
8479,1355,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,greedy_t0,0,Greedy,but,Comparison,but,153,156,,0,,contiguous,2,"He initially claims to be the Hunter (a Village role), but later repeatedly asserts that he is the Werewolf.",153-156
8480,1355,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,greedy_t0,0,Greedy,later,Temporal,later,157,162,,0,,contiguous,2,"He initially claims to be the Hunter (a Village role), but later repeatedly asserts that he is the Werewolf.",157-162
8481,1355,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,greedy_t0,0,Greedy,and,Expansion,and,252,255,,0,,contiguous,3,This pattern of claiming both a Village role and a Werewolf role suggests a deliberate attempt to mislead the group.,252-255
8482,1355,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,greedy_t0,0,Greedy,given,Contingency,Given,324,329,,0,,contiguous,4,"Given the high level of confusion caused by role swaps, Clint's contradictory statements make him the primary suspect for being a Werewolf.",324-329
8483,1355,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,greedy_t0,0,Greedy,for,Contingency,for,442,445,,0,,contiguous,4,"Given the high level of confusion caused by role swaps, Clint's contradictory statements make him the primary suspect for being a Werewolf.",442-445
8484,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,and,Expansion,and,40,43,,0,,contiguous,1,The transcript is highly conversational and appears to be a test run rather than a focused strategic game.,40-43
8485,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,rather than,Expansion,rather than,69,80,,0,,contiguous,1,The transcript is highly conversational and appears to be a test run rather than a focused strategic game.,69-80
8486,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,while,Comparison,While,107,112,,0,,contiguous,2,"While several players have revealed their roles (Zack as Troublemaker, Sean as Robber, Hunter as Robber/Troublemaker), there is no definitive or reliable evidence presented in the public discussion to identify a Werewolf.",107-112
8487,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,as,Temporal,as,161,163,,0,,contiguous,2,"While several players have revealed their roles (Zack as Troublemaker, Sean as Robber, Hunter as Robber/Troublemaker), there is no definitive or reliable evidence presented in the public discussion to identify a Werewolf.",161-163
8488,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,as,Temporal,as,183,185,,0,,contiguous,2,"While several players have revealed their roles (Zack as Troublemaker, Sean as Robber, Hunter as Robber/Troublemaker), there is no definitive or reliable evidence presented in the public discussion to identify a Werewolf.",183-185
8489,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,as,Temporal,as,201,203,,0,,contiguous,2,"While several players have revealed their roles (Zack as Troublemaker, Sean as Robber, Hunter as Robber/Troublemaker), there is no definitive or reliable evidence presented in the public discussion to identify a Werewolf.",201-203
8490,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,or,Expansion,or,249,251,,0,,contiguous,2,"While several players have revealed their roles (Zack as Troublemaker, Sean as Robber, Hunter as Robber/Troublemaker), there is no definitive or reliable evidence presented in the public discussion to identify a Werewolf.",249-251
8491,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,given,Contingency,Given,329,334,,0,,contiguous,3,"Given the high potential for deception and the lack of concrete accusations, choosing a specific player to eliminate would be a high-risk gamble.",329-334
8492,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,for,Contingency,for,354,357,,0,,contiguous,3,"Given the high potential for deception and the lack of concrete accusations, choosing a specific player to eliminate would be a high-risk gamble.",354-357
8493,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,and,Expansion,and,368,371,,0,,contiguous,3,"Given the high potential for deception and the lack of concrete accusations, choosing a specific player to eliminate would be a high-risk gamble.",368-371
8494,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,therefore,Contingency,Therefore,475,484,,0,,contiguous,4,"Therefore, based on the available information, I cannot confidently select a player as a Werewolf.",475-484
8495,1356,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,greedy_t0,0,Greedy,as,Temporal,as,559,561,,0,,contiguous,4,"Therefore, based on the available information, I cannot confidently select a player as a Werewolf.",559-561
8496,1357,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,greedy_t0,0,Greedy,since,Contingency,Since,110,115,,0,,contiguous,3,"Since Team Village wins only if they eliminate a Werewolf, Hunter is the clear target.",110-115
8497,1357,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,greedy_t0,0,Greedy,if,Contingency,if,139,141,,0,,contiguous,3,"Since Team Village wins only if they eliminate a Werewolf, Hunter is the clear target.",139-141
8498,1357,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,greedy_t0,0,Greedy,despite,Comparison,Despite,197,204,,0,,contiguous,4,"Despite the complex discussions regarding card swaps and probabilities involving Jacob and Sean, Hunter's admission provides definitive proof of their alignment.",197-204
8499,1357,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,greedy_t0,0,Greedy,and,Expansion,and,250,253,,0,,contiguous,4,"Despite the complex discussions regarding card swaps and probabilities involving Jacob and Sean, Hunter's admission provides definitive proof of their alignment.",250-253
8500,1357,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,greedy_t0,0,Greedy,and,Expansion,and,284,287,,0,,contiguous,4,"Despite the complex discussions regarding card swaps and probabilities involving Jacob and Sean, Hunter's admission provides definitive proof of their alignment.",284-287
8501,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,specifically,Expansion,specifically,74,86,,0,,contiguous,1,"The discussion transcript is highly focused on the mechanics of the game, specifically the actions of the Robber and Troublemaker, rather than direct accusations of Werewolves.",74-86
8502,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,and,Expansion,and,113,116,,0,,contiguous,1,"The discussion transcript is highly focused on the mechanics of the game, specifically the actions of the Robber and Troublemaker, rather than direct accusations of Werewolves.",113-116
8503,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,rather than,Expansion,rather than,131,142,,0,,contiguous,1,"The discussion transcript is highly focused on the mechanics of the game, specifically the actions of the Robber and Troublemaker, rather than direct accusations of Werewolves.",131-142
8504,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,and,Expansion,and,239,242,,0,,contiguous,2,"Sean is the player who most actively discusses the card swaps and role changes, claiming to have performed them.",239-242
8505,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,while,Comparison,While,290,295,,0,,contiguous,3,"While this could be a genuine action, it also provides a perfect opportunity for a Werewolf to sow confusion and deflect suspicion.",290-295
8506,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,also,Expansion,also,331,335,,0,,contiguous,3,"While this could be a genuine action, it also provides a perfect opportunity for a Werewolf to sow confusion and deflect suspicion.",331-335
8507,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,for,Contingency,for,367,370,,0,,contiguous,3,"While this could be a genuine action, it also provides a perfect opportunity for a Werewolf to sow confusion and deflect suspicion.",367-370
8508,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,and,Expansion,and,399,402,,0,,contiguous,3,"While this could be a genuine action, it also provides a perfect opportunity for a Werewolf to sow confusion and deflect suspicion.",399-402
8509,1358,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,greedy_t0,0,Greedy,given,Contingency,Given,422,427,,0,,contiguous,4,"Given the lack of concrete evidence pointing to a Werewolf, I am targeting the player most involved in the complex, potentially deceptive, role manipulation.",422-427
8510,1359,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,greedy_t0,0,Greedy,and,Expansion,and,102,105,,0,,contiguous,1,"The discussion is entirely speculative, focusing on the mechanics of role swaps (Robber/Troublemaker) and probabilistic arguments regarding who might be a Werewolf.",102-105
8511,1359,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,greedy_t0,0,Greedy,or,Expansion,or,232,234,,0,,contiguous,2,"No player has provided concrete, verifiable evidence of their role or the roles of others.",232-234
8512,1359,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,greedy_t0,0,Greedy,while,Comparison,While,256,261,,0,,contiguous,3,"While Jacob is frequently mentioned in relation to the 50% chance of being a Werewolf, this is based on hypothetical scenarios, not confirmed information.",256-261
8513,1359,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,greedy_t0,0,Greedy,given,Contingency,Given,411,416,,0,,contiguous,4,"Given the lack of definitive proof, it is impossible to confidently select a player to eliminate.",411-416
8514,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,for,Contingency,for,35,38,,0,,contiguous,1,"Jacob is the most likely candidate for a Werewolf because he explicitly stated early in the discussion that he started as one (Transcript [37], [78]).",35-38
8515,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,because,Contingency,because,50,57,,0,,contiguous,1,"Jacob is the most likely candidate for a Werewolf because he explicitly stated early in the discussion that he started as one (Transcript [37], [78]).",50-57
8516,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,as,Temporal,as,119,121,,0,,contiguous,1,"Jacob is the most likely candidate for a Werewolf because he explicitly stated early in the discussion that he started as one (Transcript [37], [78]).",119-121
8517,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,while,Comparison,While,151,156,,0,,contiguous,2,"While he later claimed his card was swapped and that he was a Villager, this claim is consistent with the game mechanics involving the Robber or Troublemaker.",151-156
8518,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,later,Temporal,later,160,165,,0,,contiguous,2,"While he later claimed his card was swapped and that he was a Villager, this claim is consistent with the game mechanics involving the Robber or Troublemaker.",160-165
8519,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,and,Expansion,and,195,198,,0,,contiguous,2,"While he later claimed his card was swapped and that he was a Villager, this claim is consistent with the game mechanics involving the Robber or Troublemaker.",195-198
8520,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,with,Contingency,with,248,252,,0,,contiguous,2,"While he later claimed his card was swapped and that he was a Villager, this claim is consistent with the game mechanics involving the Robber or Troublemaker.",248-252
8521,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,or,Expansion,or,293,295,,0,,contiguous,2,"While he later claimed his card was swapped and that he was a Villager, this claim is consistent with the game mechanics involving the Robber or Troublemaker.",293-295
8522,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,given,Contingency,Given,310,315,,0,,contiguous,3,"Given the high stakes of Team Village winning, eliminating the player who admitted to being a Werewolf provides the strongest path toward victory.",310-315
8523,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,although,Comparison,Although,457,465,,0,,contiguous,4,"Although Sean is also accused by Hunter, Jacob's direct admission makes him the primary target.",457-465
8524,1360,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,greedy_t0,0,Greedy,also,Expansion,also,474,478,,0,,contiguous,4,"Although Sean is also accused by Hunter, Jacob's direct admission makes him the primary target.",474-478
8525,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,however,Comparison,However,226,233,,0,,contiguous,3,"However, given the high level of deception and role swapping throughout the discussion, her testimony is highly suspect.",226-233
8526,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,given,Contingency,given,235,240,,0,,contiguous,3,"However, given the high level of deception and role swapping throughout the discussion, her testimony is highly suspect.",235-240
8527,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,and,Expansion,and,269,272,,0,,contiguous,3,"However, given the high level of deception and role swapping throughout the discussion, her testimony is highly suspect.",269-272
8528,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,as,Temporal,as,389,391,,0,,contiguous,4,"Targeting the Minion is a strategic move, as she is the most likely player to be lying to protect a Werewolf or to conceal her own identity as one.",389-391
8529,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,or,Expansion,or,456,458,,0,,contiguous,4,"Targeting the Minion is a strategic move, as she is the most likely player to be lying to protect a Werewolf or to conceal her own identity as one.",456-458
8530,1361,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,greedy_t0,0,Greedy,as,Temporal,as,487,489,,0,,contiguous,4,"Targeting the Minion is a strategic move, as she is the most likely player to be lying to protect a Werewolf or to conceal her own identity as one.",487-489
8531,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,and,Expansion,and,77,80,,0,,contiguous,1,"The transcript is highly chaotic, featuring multiple conflicting role claims and complex discussions about role swaps.",77-80
8532,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,while,Comparison,While,119,124,,0,,contiguous,2,"While several players assert roles (Troublemaker, Minion, Robber, Villager), no player definitively reveals themselves as a Werewolf, nor does anyone provide concrete evidence linking a specific player to the Werewolf role.",119-124
8533,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,as,Temporal,as,238,240,,0,,contiguous,2,"While several players assert roles (Troublemaker, Minion, Robber, Villager), no player definitively reveals themselves as a Werewolf, nor does anyone provide concrete evidence linking a specific player to the Werewolf role.",238-240
8534,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,nor,Expansion,nor,253,256,,0,,contiguous,2,"While several players assert roles (Troublemaker, Minion, Robber, Villager), no player definitively reveals themselves as a Werewolf, nor does anyone provide concrete evidence linking a specific player to the Werewolf role.",253-256
8535,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,and,Expansion,and,355,358,,0,,contiguous,3,"Both Daniel and Kevin vote for the center/role pool, suggesting they believe the Werewolf is among the unassigned cards.",355-358
8536,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,for,Contingency,for,370,373,,0,,contiguous,3,"Both Daniel and Kevin vote for the center/role pool, suggesting they believe the Werewolf is among the unassigned cards.",370-373
8537,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,given,Contingency,Given,464,469,,0,,contiguous,4,"Given the lack of conclusive evidence pointing to a player, the safest assumption for Team Village is that the Werewolf(s) are in the role pool.",464-469
8538,1362,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,greedy_t0,0,Greedy,for,Contingency,for,546,549,,0,,contiguous,4,"Given the lack of conclusive evidence pointing to a player, the safest assumption for Team Village is that the Werewolf(s) are in the role pool.",546-549
8539,1363,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,greedy_t0,0,Greedy,although,Comparison,Although,124,132,,0,,contiguous,2,"Although Daniel's subsequent claims about his own role are confusing, his initial accusation against Jessica ('Jess is the Werewolf') is the most direct evidence of a threat.",124-132
8540,1363,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,greedy_t0,0,Greedy,since,Contingency,Since,299,304,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and Jessica was specifically identified as such, she is the most logical target to ensure victory.",299-304
8541,1363,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,greedy_t0,0,Greedy,and,Expansion,and,350,353,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and Jessica was specifically identified as such, she is the most logical target to ensure victory.",350-353
8542,1363,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,greedy_t0,0,Greedy,specifically,Expansion,specifically,366,378,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and Jessica was specifically identified as such, she is the most logical target to ensure victory.",366-378
8543,1363,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,greedy_t0,0,Greedy,as,Temporal,as,390,392,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, and Jessica was specifically identified as such, she is the most logical target to ensure victory.",390-392
8544,1364,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,greedy_t0,0,Greedy,but,Comparison,but,110,113,,0,,contiguous,2,"Daniel initially claimed to be the Robber, but later clarified that he was the Minion (Line 11).",110-113
8545,1364,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,greedy_t0,0,Greedy,later,Temporal,later,114,119,,0,,contiguous,2,"Daniel initially claimed to be the Robber, but later clarified that he was the Minion (Line 11).",114-119
8546,1364,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,greedy_t0,0,Greedy,indeed,Expansion,indeed,204,210,,0,,contiguous,3,"In Line 59, Daniel confirms that he was indeed the Minion.",204-210
8547,1364,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,greedy_t0,0,Greedy,since,Contingency,Since,223,228,,0,,contiguous,4,"Since the Minion is a member of Team Werewolf, voting out Daniel directly fulfills Team Village's winning condition of eliminating a Werewolf.",223-228
8548,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,however,Comparison,However,142,149,,0,,contiguous,2,"However, Daniel exhibits the most evasive and manipulative behavior regarding his current role, constantly engaging in role claims and swaps.",142-149
8549,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,and,Expansion,and,184,187,,0,,contiguous,2,"However, Daniel exhibits the most evasive and manipulative behavior regarding his current role, constantly engaging in role claims and swaps.",184-187
8550,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,and,Expansion,and,273,276,,0,,contiguous,2,"However, Daniel exhibits the most evasive and manipulative behavior regarding his current role, constantly engaging in role claims and swaps.",273-276
8551,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,specifically,Expansion,specifically,291,303,,0,,contiguous,3,"Kaelan specifically accuses someone of being a Werewolf, and Daniel's pattern of deception makes him the most likely candidate to be a Werewolf or a Doppelganger who has assumed that role.",291-303
8552,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,and,Expansion,and,341,344,,0,,contiguous,3,"Kaelan specifically accuses someone of being a Werewolf, and Daniel's pattern of deception makes him the most likely candidate to be a Werewolf or a Doppelganger who has assumed that role.",341-344
8553,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,or,Expansion,or,428,430,,0,,contiguous,3,"Kaelan specifically accuses someone of being a Werewolf, and Daniel's pattern of deception makes him the most likely candidate to be a Werewolf or a Doppelganger who has assumed that role.",428-430
8554,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,for,Contingency,for,480,483,,0,,contiguous,4,Voting for Daniel is the most logical move to eliminate a potential threat and secure a Village victory.,480-483
8555,1365,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,greedy_t0,0,Greedy,and,Expansion,and,548,551,,0,,contiguous,4,Voting for Daniel is the most logical move to eliminate a potential threat and secure a Village victory.,548-551
8556,1366,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,greedy_t0,0,Greedy,and,Expansion,and,119,122,,0,,contiguous,1,"The public discussion transcript focuses entirely on tracking complex role swaps (Doppelganger, Robber, Drunk, Tanner) and verifying past actions.",119-122
8557,1366,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,greedy_t0,0,Greedy,nor,Expansion,nor,204,207,,0,,contiguous,2,"No player has made an explicit accusation of a Werewolf, nor has any evidence been presented that points to a specific player belonging to Team Werewolf.",204-207
8558,1366,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,greedy_t0,0,Greedy,since,Contingency,Since,301,306,,0,,contiguous,3,"Since the discussion lacks any information regarding the alignment of the players, I cannot logically deduce who the Werewolf is.",301-306
8559,1366,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,greedy_t0,0,Greedy,therefore,Contingency,Therefore,431,440,,0,,contiguous,4,"Therefore, based solely on the available public information, I cannot confidently select a player to eliminate.",431-440
8560,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,or,Expansion,or,84,86,,0,,contiguous,1,The provided transcript contains very little substantive discussion regarding roles or accusations.,84-86
8561,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,while,Comparison,While,100,105,,0,,contiguous,2,"While players mention being Villagers and speculate about the Tanner or Werewolf, there is no concrete evidence or logical deduction presented that points to any specific player being a Werewolf.",100-105
8562,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,and,Expansion,and,138,141,,0,,contiguous,2,"While players mention being Villagers and speculate about the Tanner or Werewolf, there is no concrete evidence or logical deduction presented that points to any specific player being a Werewolf.",138-141
8563,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,or,Expansion,or,169,171,,0,,contiguous,2,"While players mention being Villagers and speculate about the Tanner or Werewolf, there is no concrete evidence or logical deduction presented that points to any specific player being a Werewolf.",169-171
8564,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,or,Expansion,or,212,214,,0,,contiguous,2,"While players mention being Villagers and speculate about the Tanner or Werewolf, there is no concrete evidence or logical deduction presented that points to any specific player being a Werewolf.",212-214
8565,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,and,Expansion,and,335,338,,0,,contiguous,3,"Due to the extreme lack of information and the chaotic nature of the conversation, it is impossible to confidently identify a player who is a Werewolf.",335-338
8566,1367,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,greedy_t0,0,Greedy,therefore,Contingency,Therefore,448,457,,0,,contiguous,4,"Therefore, I cannot make a targeted elimination choice.",448-457
8567,1368,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,greedy_t0,0,Greedy,if,Contingency,if,125,127,,0,,contiguous,2,"In the final exchange, Daniel asks Kaelan if they are a Minion, and Kaelan confirms this identity.",125-127
8568,1368,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,greedy_t0,0,Greedy,and,Expansion,and,147,150,,0,,contiguous,2,"In the final exchange, Daniel asks Kaelan if they are a Minion, and Kaelan confirms this identity.",147-150
8569,1368,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,greedy_t0,0,Greedy,since,Contingency,Since,182,187,,0,,contiguous,3,"Since the Minion is a member of Team Werewolf, Kaelan is a confirmed threat to Team Village.",182-187
8570,1369,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,greedy_t0,0,Greedy,and,Expansion,and,91,94,,0,,contiguous,1,"The provided transcript is a post-game discussion among the players, focusing on the roles and the final outcome of the game.",91-94
8571,1369,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,greedy_t0,0,Greedy,nor,Expansion,nor,214,217,,0,,contiguous,2,"It does not contain any information regarding the actual roles assigned to the players, nor does it detail the voting phase or who was targeted.",214-217
8572,1369,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,greedy_t0,0,Greedy,or,Expansion,or,250,252,,0,,contiguous,2,"It does not contain any information regarding the actual roles assigned to the players, nor does it detail the voting phase or who was targeted.",250-252
8573,1369,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,greedy_t0,0,Greedy,since,Contingency,Since,271,276,,0,,contiguous,3,"Since there is no evidence within the public discussion to identify a Werewolf, I cannot logically choose a player to eliminate to ensure Team Village wins.",271-276
