occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type,aligned_to_dimlex,alignment_status
9228,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1614,2,"If Justin's claim is true, the Werewolf card was moved from Paul to Mitchell.",if,If,113-115,113,115,1,False,True,Contingency.Condition,Contingency,0.7252076268196106,Explicit,True,ALIGNED
9229,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1614,3,"Mitchell denies the swap occurred, which is consistent with a Werewolf attempting to avoid elimination, while Justin insists the swap definitely happened.",while,while,295-300,295,300,1,False,True,Temporal.Synchrony,Temporal,0.5777662992477417,Explicit,True,ALIGNED
9230,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,1,Justin claims to be the Insomniac and Mitchell claims to be the Troublemaker.,and,and,34-37,34,37,1,False,True,Expansion.Conjunction,Expansion,0.8088235259056091,Explicit,True,ALIGNED
9231,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,2,"In a three-player game, if two players claim distinct village roles, the third player (Paul) becomes the primary suspect.",if,if,102-104,102,104,1,False,True,Contingency.Condition,Contingency,0.8698731660842896,Explicit,True,ALIGNED
9232,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,3,Paul's claim that both other players are werewolves is logically inconsistent for a village-aligned player and is a typical bluff for a Werewolf or a strategy for a Tanner.,for,for,278-281,278,281,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9233,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,3,Paul's claim that both other players are werewolves is logically inconsistent for a village-aligned player and is a typical bluff for a Werewolf or a strategy for a Tanner.,and,and,307-310,307,310,1,False,False,NoSense,,0.9997878670692444,Explicit,True,ALIGNED
9234,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,3,Paul's claim that both other players are werewolves is logically inconsistent for a village-aligned player and is a typical bluff for a Werewolf or a strategy for a Tanner.,for,for,330-333,330,333,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9235,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,3,Paul's claim that both other players are werewolves is logically inconsistent for a village-aligned player and is a typical bluff for a Werewolf or a strategy for a Tanner.,or,or,345-347,345,347,1,False,False,NoSense,,0.9999997615814208,Explicit,True,ALIGNED
9236,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1615,3,Paul's claim that both other players are werewolves is logically inconsistent for a village-aligned player and is a typical bluff for a Werewolf or a strategy for a Tanner.,for,for,359-362,359,362,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9237,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,1,Justin claims to be the Seer and states he saw two normal cards in the center.,and,and,29-32,29,32,1,False,False,NoSense,,0.9823750853538512,Explicit,True,ALIGNED
9238,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,2,"However, he then contradicts himself by claiming he knows at least one other player is lying, while simultaneously suggesting that the group should vote in a way that ensures no one is eliminated.",however,However,79-86,79,86,1,False,True,Comparison.Contrast,Comparison,0.6993870139122009,Explicit,True,ALIGNED
9239,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,2,"However, he then contradicts himself by claiming he knows at least one other player is lying, while simultaneously suggesting that the group should vote in a way that ensures no one is eliminated.",then,then,91-95,91,95,1,False,True,Temporal.Asynchronous,Temporal,0.9999018907546996,Explicit,True,ALIGNED
9240,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,2,"However, he then contradicts himself by claiming he knows at least one other player is lying, while simultaneously suggesting that the group should vote in a way that ensures no one is eliminated.",while,while,173-178,173,178,1,False,True,Temporal.Synchrony,Temporal,0.8985991477966309,Explicit,True,ALIGNED
9241,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,2,"However, he then contradicts himself by claiming he knows at least one other player is lying, while simultaneously suggesting that the group should vote in a way that ensures no one is eliminated.",simultaneously,simultaneously,179-193,179,193,1,False,True,Temporal.Synchrony,Temporal,0.7944585680961609,Explicit,True,ALIGNED
9242,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,3,This inconsistency—claiming knowledge of a liar but pushing for no one to be voted out—is characteristic of a Werewolf attempting to manipulate the discussion and avoid elimination.,but,but,324-327,324,327,1,False,False,NoSense,,0.9907464981079102,Explicit,True,ALIGNED
9243,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,3,This inconsistency—claiming knowledge of a liar but pushing for no one to be voted out—is characteristic of a Werewolf attempting to manipulate the discussion and avoid elimination.,for,for,336-339,336,339,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9244,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,3,This inconsistency—claiming knowledge of a liar but pushing for no one to be voted out—is characteristic of a Werewolf attempting to manipulate the discussion and avoid elimination.,and,and,435-438,435,438,1,False,False,NoSense,,0.9999923706054688,Explicit,True,ALIGNED
9245,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,4,"Paul and Mitchell's claims (Insomniac and Robber) are consistent with each other, making Justin the most likely Werewolf.",and,and,463-466,463,466,1,False,False,NoSense,,0.999825656414032,Explicit,True,ALIGNED
9246,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,run_1,1,Stochastic,1616,4,"Paul and Mitchell's claims (Insomniac and Robber) are consistent with each other, making Justin the most likely Werewolf.",and,and,496-499,496,499,1,False,False,NoSense,,0.9999997615814208,Explicit,True,ALIGNED
9247,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,1,Jordan2 claims to be the Robber and states he swapped cards with Haak (Line 53).,and,and,32-35,32,35,1,False,False,NoSense,,0.9130809307098388,Explicit,True,ALIGNED
9248,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,2,"However, he later claims he knows Meryl is the Seer because he 'looked at her' (Line 147).",however,However,81-88,81,88,1,False,True,Comparison.Contrast,Comparison,0.7569732666015625,Explicit,True,ALIGNED
9249,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,2,"However, he later claims he knows Meryl is the Seer because he 'looked at her' (Line 147).",later,later,93-98,93,98,1,False,True,Temporal.Asynchronous,Temporal,0.9985727071762084,Explicit,True,ALIGNED
9250,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,2,"However, he later claims he knows Meryl is the Seer because he 'looked at her' (Line 147).",because,because,133-140,133,140,1,False,True,Contingency.Cause,Contingency,0.9999953508377076,Explicit,True,ALIGNED
9251,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",since,Since,172-177,172,177,1,False,True,Contingency.Cause,Contingency,0.99522864818573,Explicit,True,ALIGNED
9252,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",for,for,255-258,255,258,1,False,False,NoSense,,0.9999862909317015,Explicit,True,ALIGNED
9253,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",and,and,289-292,289,292,1,False,False,NoSense,,0.9999221563339232,Explicit,True,ALIGNED
9254,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1617,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",also,also,293-297,293,297,1,False,True,Expansion.Conjunction,Expansion,0.9337189793586732,Explicit,True,ALIGNED
9255,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,2,"She first claims to be the Troublemaker (Line 45), then claims to have performed a Seer action by seeing a Troublemaker and a Werewolf in the center (Line 67), and finally attempts to conflate the two roles (Line 89).",then,then,121-125,121,125,1,False,True,Temporal.Asynchronous,Temporal,0.9980242252349854,Explicit,True,ALIGNED
9256,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,2,"She first claims to be the Troublemaker (Line 45), then claims to have performed a Seer action by seeing a Troublemaker and a Werewolf in the center (Line 67), and finally attempts to conflate the two roles (Line 89).",and,and,190-193,190,193,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
9257,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,2,"She first claims to be the Troublemaker (Line 45), then claims to have performed a Seer action by seeing a Troublemaker and a Werewolf in the center (Line 67), and finally attempts to conflate the two roles (Line 89).",and,and,230-233,230,233,1,False,False,NoSense,,0.9981676340103148,Explicit,True,ALIGNED
9258,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,2,"She first claims to be the Troublemaker (Line 45), then claims to have performed a Seer action by seeing a Troublemaker and a Werewolf in the center (Line 67), and finally attempts to conflate the two roles (Line 89).",finally,finally,234-241,234,241,1,False,True,Temporal.Asynchronous,Temporal,0.9945858716964722,Explicit,True,ALIGNED
9259,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,4,"While other players are suggesting voting for Haak, their reasoning is based on utilizing the Hunter's ability rather than identifying him as a Werewolf.",while,While,382-387,382,387,1,False,True,Comparison.Contrast,Comparison,0.8081584572792053,Explicit,True,ALIGNED
9260,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,4,"While other players are suggesting voting for Haak, their reasoning is based on utilizing the Hunter's ability rather than identifying him as a Werewolf.",for,for,424-427,424,427,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9261,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,4,"While other players are suggesting voting for Haak, their reasoning is based on utilizing the Hunter's ability rather than identifying him as a Werewolf.",rather,rather,493-499,493,499,1,False,False,NoSense,,0.9999960660934448,Explicit,True,ALIGNED
9262,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,run_1,1,Stochastic,1618,4,"While other players are suggesting voting for Haak, their reasoning is based on utilizing the Hunter's ability rather than identifying him as a Werewolf.",as,as,521-523,521,523,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9263,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,1,"James (Seer) claims the Revealer card was in the center, and Justin (Drunk) claims he swapped with the center and obtained the Revealer card.",and,and,57-60,57,60,1,False,True,Expansion.Conjunction,Expansion,0.8715276718139648,Explicit,True,ALIGNED
9264,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,1,"James (Seer) claims the Revealer card was in the center, and Justin (Drunk) claims he swapped with the center and obtained the Revealer card.",and,and,110-113,110,113,1,False,False,NoSense,,0.9998544454574584,Explicit,True,ALIGNED
9265,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,2,"Mike also claims to be the Revealer, which creates a direct contradiction.",also,also,147-151,147,151,1,False,True,Expansion.Conjunction,Expansion,0.9982349872589112,Explicit,True,ALIGNED
9266,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,3,"Since James, Justin, and Mitchell's stories are interlocking and consistent, Mike is the most likely to be lying to hide his identity as a Werewolf.",since,Since,217-222,217,222,1,False,True,Contingency.Cause,Contingency,0.9921724796295166,Explicit,True,ALIGNED
9267,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,3,"Since James, Justin, and Mitchell's stories are interlocking and consistent, Mike is the most likely to be lying to hide his identity as a Werewolf.",and,and,238-241,238,241,1,False,False,NoSense,,0.9999767541885376,Explicit,True,ALIGNED
9268,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,3,"Since James, Justin, and Mitchell's stories are interlocking and consistent, Mike is the most likely to be lying to hide his identity as a Werewolf.",and,and,278-281,278,281,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
9269,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,run_1,1,Stochastic,1619,3,"Since James, Justin, and Mitchell's stories are interlocking and consistent, Mike is the most likely to be lying to hide his identity as a Werewolf.",as,as,351-353,351,353,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9270,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_1,1,Stochastic,1620,1,"Dan claimed to be the Seer and stated that he saw Brett's card, identifying Brett as a Werewolf.",and,and,27-30,27,30,1,False,False,NoSense,,0.992511749267578,Explicit,True,ALIGNED
9271,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_1,1,Stochastic,1620,1,"Dan claimed to be the Seer and stated that he saw Brett's card, identifying Brett as a Werewolf.",as,as,82-84,82,84,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9272,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_1,1,Stochastic,1620,2,"Although Dylan claimed to be the Troublemaker and swapped Dan and Ed (making Ed the current Seer), this does not invalidate the information Dan gathered during the Night phase.",although,Although,97-105,97,105,1,False,True,Comparison.Contrast,Comparison,0.6281837224960327,Explicit,True,ALIGNED
9273,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_1,1,Stochastic,1620,2,"Although Dylan claimed to be the Troublemaker and swapped Dan and Ed (making Ed the current Seer), this does not invalidate the information Dan gathered during the Night phase.",and,and,143-146,143,146,1,False,False,NoSense,,0.9999834299087524,Explicit,True,ALIGNED
9274,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,run_1,1,Stochastic,1620,2,"Although Dylan claimed to be the Troublemaker and swapped Dan and Ed (making Ed the current Seer), this does not invalidate the information Dan gathered during the Night phase.",and,and,159-162,159,162,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9275,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,1,"Matt (Seer) and Mike (Robber) have mutually confirming stories, as Matt claims to have seen Mike as the Robber and Mike admits to being the Robber.",and,and,12-15,12,15,1,False,False,NoSense,,0.9999896287918092,Explicit,True,ALIGNED
9276,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,1,"Matt (Seer) and Mike (Robber) have mutually confirming stories, as Matt claims to have seen Mike as the Robber and Mike admits to being the Robber.",as,as,64-66,64,66,1,False,True,Temporal.Synchrony,Temporal,0.5801047086715698,Explicit,True,ALIGNED
9277,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,1,"Matt (Seer) and Mike (Robber) have mutually confirming stories, as Matt claims to have seen Mike as the Robber and Mike admits to being the Robber.",as,as,97-99,97,99,1,False,False,NoSense,,0.9999996423721312,Explicit,True,ALIGNED
9278,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,1,"Matt (Seer) and Mike (Robber) have mutually confirming stories, as Matt claims to have seen Mike as the Robber and Mike admits to being the Robber.",and,and,111-114,111,114,1,False,True,Expansion.Conjunction,Expansion,0.8537304997444153,Explicit,True,ALIGNED
9279,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,2,"Alana's claim as Insomniac fits into the narrative, whereas Mitchell's claim as Troublemaker is unverified and he exhibits suspicious behavior by being overly eager to be voted out.",as,as,162-164,162,164,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9280,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,2,"Alana's claim as Insomniac fits into the narrative, whereas Mitchell's claim as Troublemaker is unverified and he exhibits suspicious behavior by being overly eager to be voted out.",whereas,whereas,200-207,200,207,1,False,True,Comparison.Contrast,Comparison,0.5398975610733032,Explicit,True,ALIGNED
9281,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,2,"Alana's claim as Insomniac fits into the narrative, whereas Mitchell's claim as Troublemaker is unverified and he exhibits suspicious behavior by being overly eager to be voted out.",as,as,225-227,225,227,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9282,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,2,"Alana's claim as Insomniac fits into the narrative, whereas Mitchell's claim as Troublemaker is unverified and he exhibits suspicious behavior by being overly eager to be voted out.",and,and,255-258,255,258,1,False,True,Expansion.Conjunction,Expansion,0.995919942855835,Explicit,True,ALIGNED
9283,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,3,"If a Werewolf is present, Mitchell is the most likely candidate as the other three players' roles are consistent with one another.",if,If,330-332,330,332,1,False,True,Contingency.Condition,Contingency,0.9839825630187988,Explicit,True,ALIGNED
9284,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,run_1,1,Stochastic,1621,3,"If a Werewolf is present, Mitchell is the most likely candidate as the other three players' roles are consistent with one another.",as,as,394-396,394,396,1,False,True,Contingency.Cause,Contingency,0.9778316020965576,Explicit,True,ALIGNED
9285,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,1,"The players' claims are highly consistent: Justin claims to be the Drunk, and Mike claims to be the Robber who stole the Drunk card from Justin.",and,and,74-77,74,77,1,False,True,Expansion.Conjunction,Expansion,0.8161458969116211,Explicit,True,ALIGNED
9286,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,2,Mitchell claims to be the Troublemaker who swapped Mike and Julie.,and,and,201-204,201,204,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9287,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,3,"Julie's behavior, including her requests to be killed and her contradictory statements about 'seeing' the Tanner card, strongly suggests she is the Tanner.",and,and,266-269,266,269,1,False,False,NoSense,,0.9999996423721312,Explicit,True,ALIGNED
9288,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,4,"If these claims are true, all four players hold non-werewolf roles (Drunk, Robber, Troublemaker, and Tanner), meaning the Werewolf and Minion cards are in the center.",if,If,368-370,368,370,1,False,True,Contingency.Condition,Contingency,0.7112348675727844,Explicit,True,ALIGNED
9289,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,4,"If these claims are true, all four players hold non-werewolf roles (Drunk, Robber, Troublemaker, and Tanner), meaning the Werewolf and Minion cards are in the center.",and,and,465-468,465,468,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9290,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1622,4,"If these claims are true, all four players hold non-werewolf roles (Drunk, Robber, Troublemaker, and Tanner), meaning the Werewolf and Minion cards are in the center.",and,and,499-502,499,502,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
9291,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,run_1,1,Stochastic,1623,1,"Justin, Mike, and Julie have provided a consistent narrative where they occupy the roles of Troublemaker, Robber, and Seer, respectively, and have corroborated each other's identities.",and,and,14-17,14,17,1,False,False,NoSense,,0.9999933242797852,Explicit,True,ALIGNED
