occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence
13717,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,later,Temporal,later,194,199,,0,,contiguous,2,Paul initially claimed to have robbed a Werewolf from Justin but later admitted he was lying and was actually the Tanner.,194-199,ALIGNED_CONNECTIVE,12338.0,later,Temporal.Asynchronous,Temporal,0.99703049659729,False,False,False
13718,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,and,Expansion,and,222,225,,0,,contiguous,2,Paul initially claimed to have robbed a Werewolf from Justin but later admitted he was lying and was actually the Tanner.,222-225,CANDIDATE_REJECTED_NOSENSE,12339.0,and,NoSense,,0.9996811151504515,,False,True
13719,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,and,Expansion,and,286,289,,0,,contiguous,3,Mike claims to be the Troublemaker and switched Paul and Mitchell.,286-289,CANDIDATE_REJECTED_NOSENSE,12340.0,and,NoSense,,0.999492049217224,,False,True
13720,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,and,Expansion,and,304,307,,0,,contiguous,3,Mike claims to be the Troublemaker and switched Paul and Mitchell.,304-307,CANDIDATE_REJECTED_NOSENSE,12341.0,and,NoSense,,0.9999990463256836,,False,True
13721,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,given that,Contingency,Given that,318,328,,0,,contiguous,4,"Given that Paul admitted his bluff and Justin's claim remains consistent, there is no evidence that any player is a Werewolf.",318-328,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13722,2038,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_3,3,Stochastic,and,Expansion,and,353,356,,0,,contiguous,4,"Given that Paul admitted his bluff and Justin's claim remains consistent, there is no evidence that any player is a Werewolf.",353-356,ALIGNED_CONNECTIVE,12342.0,and,Expansion.Conjunction,Expansion,0.716013491153717,False,False,False
13723,2039,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,27,30,,0,,contiguous,1,Paul claims to be the Seer and explicitly states that he saw two werewolves in the center.,27-30,CANDIDATE_REJECTED_NOSENSE,12343.0,and,NoSense,,0.9949021339416504,,False,True
13724,2039,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,126,129,,0,,contiguous,2,"Justin claims to be the Insomniac, and Mitchell states he is not a werewolf.",126-129,ALIGNED_CONNECTIVE,12344.0,and,Expansion.Conjunction,Expansion,0.7710782885551453,False,False,False
13725,2039,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_3,3,Stochastic,if then,Contingency,If ... then,168,201,if ... then,4,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'.",discontinuous,3,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'.",168-170;197-201,ALIGNED_CONNECTIVE,12345.0,If then,Contingency.Condition,Contingency,0.787602961063385,False,False,False
13726,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,29,32,,0,,contiguous,1,"Justin claims to be the Seer and states he saw a Werewolf in the center, meaning at most one Werewolf is among the players.",29-32,CANDIDATE_REJECTED_NOSENSE,12348.0,and,NoSense,,0.9870886206626892,,False,True
13727,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,159,162,,0,,contiguous,2,Paul claims to be the Troublemaker and says he swapped Mitchell and Mike.,159-162,CANDIDATE_REJECTED_NOSENSE,12349.0,and,NoSense,,0.8145397305488586,,False,True
13728,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,188,191,,0,,contiguous,2,Paul claims to be the Troublemaker and says he swapped Mitchell and Mike.,188-191,CANDIDATE_REJECTED_NOSENSE,12350.0,and,NoSense,,0.9999998807907104,,False,True
13729,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,then,Temporal,then,276,280,,0,,contiguous,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",276-280,ALIGNED_CONNECTIVE,12351.0,then,Temporal.Asynchronous,Temporal,0.9941163063049316,False,False,False
13730,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,304,307,,0,,contiguous,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",304-307,CANDIDATE_REJECTED_NOSENSE,12352.0,and,NoSense,,1.0,,False,True
13731,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,316,319,,0,,contiguous,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",316-319,CANDIDATE_REJECTED_NOSENSE,12353.0,and,NoSense,,0.9991004467010498,,False,True
13732,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,later,Temporal,later,320,325,,0,,contiguous,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",320-325,ALIGNED_CONNECTIVE,12354.0,later,Temporal.Asynchronous,Temporal,0.9994601607322692,False,False,False
13733,2040,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_3,3,Stochastic,and,Expansion,and,408,411,,0,,contiguous,4,This erratic behavior and failed attempt to claim a role make Mitchell the most likely Werewolf.,408-411,CANDIDATE_REJECTED_NOSENSE,12355.0,and,NoSense,,1.0,,False,True
13734,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,43,46,,0,,contiguous,1,"Paul consistently claims to be the Tanner, and Mitchell and Mike's claims about the Robber/Hunter swap are consistent with each other.",43-46,ALIGNED_CONNECTIVE,12356.0,and,Expansion.Conjunction,Expansion,0.9103479385375975,False,False,False
13735,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,56,59,,0,,contiguous,1,"Paul consistently claims to be the Tanner, and Mitchell and Mike's claims about the Robber/Hunter swap are consistent with each other.",56-59,CANDIDATE_REJECTED_NOSENSE,12357.0,and,NoSense,,0.999913454055786,,False,True
13736,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,with,Contingency,with,118,122,,0,,contiguous,1,"Paul consistently claims to be the Tanner, and Mitchell and Mike's claims about the Robber/Hunter swap are consistent with each other.",118-122,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13737,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,163,166,,0,,contiguous,2,"Justin's claims are erratic and contradictory, particularly in statement [122] where he attempts to assign multiple roles to others and himself.",163-166,CANDIDATE_REJECTED_NOSENSE,12358.0,and,NoSense,,0.9999921321868896,,False,True
13738,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,particularly,Expansion,particularly,182,194,,0,,contiguous,2,"Justin's claims are erratic and contradictory, particularly in statement [122] where he attempts to assign multiple roles to others and himself.",182-194,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13739,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,and,Expansion,and,267,270,,0,,contiguous,2,"Justin's claims are erratic and contradictory, particularly in statement [122] where he attempts to assign multiple roles to others and himself.",267-270,CANDIDATE_REJECTED_NOSENSE,12359.0,and,NoSense,,0.999996304512024,,False,True
13740,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,furthermore,Expansion,Furthermore,280,291,,0,,contiguous,3,"Furthermore, Justin's claim to have seen the Apprentice Seer in the center is consistent with the ability of a lone Werewolf to look at a center card, making him the most likely Werewolf.",280-291,ALIGNED_CONNECTIVE,12360.0,Furthermore,Expansion.Conjunction,Expansion,0.996467351913452,False,False,False
13741,2041,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_3,3,Stochastic,with,Contingency,with,369,373,,0,,contiguous,3,"Furthermore, Justin's claim to have seen the Apprentice Seer in the center is consistent with the ability of a lone Werewolf to look at a center card, making him the most likely Werewolf.",369-373,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13742,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,then,Temporal,then,115,119,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",115-119,ALIGNED_CONNECTIVE,12361.0,then,Temporal.Asynchronous,Temporal,0.9966623783111572,False,False,False
13743,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,then,Temporal,then,145,149,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",145-149,ALIGNED_CONNECTIVE,12362.0,then,Temporal.Asynchronous,Temporal,0.9715242981910706,False,False,False
13744,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,and,Expansion,and,186,189,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",186-189,CANDIDATE_REJECTED_NOSENSE,12363.0,and,NoSense,,0.999933123588562,,False,True
13745,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,for,Contingency,for,195,198,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",195-198,CANDIDATE_REJECTED_NOSENSE,12364.0,for,NoSense,,1.0,,False,True
13746,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,and,Expansion,and,206,209,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",206-209,CANDIDATE_REJECTED_NOSENSE,12365.0,and,NoSense,,0.9993796348571776,,False,True
13747,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,finally,Expansion,finally,210,217,,0,,contiguous,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",210-217,ALIGNED_CONNECTIVE,12366.0,finally,Temporal.Asynchronous,Temporal,0.9902454614639282,True,False,False
13748,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,or,Expansion,or,337,339,,0,,contiguous,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",337-339,CANDIDATE_REJECTED_NOSENSE,12367.0,or,NoSense,,0.9999998807907104,,False,True
13749,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,but,Comparison,but,350,353,,0,,contiguous,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",350-353,ALIGNED_CONNECTIVE,12368.0,but,Comparison.Contrast,Comparison,0.7334572672843933,False,False,False
13750,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,given,Contingency,given,354,359,,0,,contiguous,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",354-359,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13751,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,and,Expansion,and,399,402,,0,,contiguous,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",399-402,CANDIDATE_REJECTED_NOSENSE,12369.0,and,NoSense,,1.0,,False,True
13752,2042,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_3,3,Stochastic,for,Contingency,for,449,452,,0,,contiguous,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",449-452,CANDIDATE_REJECTED_NOSENSE,12370.0,for,NoSense,,1.0,,False,True
13753,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,36,39,,0,,contiguous,1,Katie claims to be the Troublemaker and states she swapped Brett and Pete.,36-39,CANDIDATE_REJECTED_NOSENSE,12371.0,and,NoSense,,0.8873879909515381,,False,True
13754,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,65,68,,0,,contiguous,1,Katie claims to be the Troublemaker and states she swapped Brett and Pete.,65-68,CANDIDATE_REJECTED_NOSENSE,12372.0,and,NoSense,,0.9999998807907104,,False,True
13755,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,if,Contingency,if,125,127,,0,,contiguous,2,"Brett claims he was the starting Werewolf, which, if true, means Pete is now the final Werewolf after the swap.",125-127,CANDIDATE_REJECTED_NOSENSE,12373.0,if,NoSense,,0.7580896019935608,,False,True
13756,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,after,Temporal,after,171,176,,0,,contiguous,2,"Brett claims he was the starting Werewolf, which, if true, means Pete is now the final Werewolf after the swap.",171-176,CANDIDATE_REJECTED_NOSENSE,12374.0,after,NoSense,,0.9999339580535888,,False,True
13757,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,therefore,Contingency,Therefore,372,381,,0,,contiguous,4,"Therefore, Pete is the most likely candidate for the final Werewolf.",372-381,ALIGNED_CONNECTIVE,12375.0,Therefore,Contingency.Cause,Contingency,0.996862292289734,False,False,False
13758,2043,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_3,3,Stochastic,for,Contingency,for,417,420,,0,,contiguous,4,"Therefore, Pete is the most likely candidate for the final Werewolf.",417-420,CANDIDATE_REJECTED_NOSENSE,12376.0,for,NoSense,,1.0,,False,True
13759,2044,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,30,33,,0,,contiguous,1,Dustin claimed to be the Seer and stated he saw two Werewolf cards in the center.,30-33,CANDIDATE_REJECTED_NOSENSE,12377.0,and,NoSense,,0.9834692478179932,,False,True
13760,2044,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,112,115,,0,,contiguous,2,Katie claimed to be the Drunk and admitted to swapping her card with one from the center.,112-115,CANDIDATE_REJECTED_NOSENSE,12378.0,and,NoSense,,0.99864262342453,,False,True
13761,2044,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_3,3,Stochastic,with,Contingency,with,146,150,,0,,contiguous,2,Katie claimed to be the Drunk and admitted to swapping her card with one from the center.,146-150,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13762,2044,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_3,3,Stochastic,if,Contingency,If,172,174,,0,,contiguous,3,"If Dustin's information is correct, Katie is the only player who could have acquired a Werewolf card during the Night phase.",172-174,ALIGNED_CONNECTIVE,12379.0,If,Contingency.Condition,Contingency,0.9471654891967772,False,False,False
13763,2044,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_3,3,Stochastic,specifically,Expansion,specifically,314,326,,0,,contiguous,4,"Pete's behavior, specifically claiming to be the Werewolf early on, is highly characteristic of the Tanner attempting to attract votes.",314-326,CANDIDATE_REJECTED_NOSENSE,12380.0,specifically,NoSense,,0.7097522616386414,,False,True
13764,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,28,31,,0,,contiguous,1,"Brett claims to be the Seer and identifies Pete as the Robber, while Dustin claims to be the Drunk.",28-31,CANDIDATE_REJECTED_NOSENSE,12381.0,and,NoSense,,0.9991251826286316,,False,True
13765,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,as,Temporal,as,48,50,,0,,contiguous,1,"Brett claims to be the Seer and identifies Pete as the Robber, while Dustin claims to be the Drunk.",48-50,CANDIDATE_REJECTED_NOSENSE,12382.0,as,NoSense,,1.0,,False,True
13766,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,while,Comparison,while,63,68,,0,,contiguous,1,"Brett claims to be the Seer and identifies Pete as the Robber, while Dustin claims to be the Drunk.",63-68,ALIGNED_CONNECTIVE,12383.0,while,Temporal.Synchrony,Temporal,0.5462180376052856,True,False,False
13767,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,138,141,,0,,contiguous,2,"Katie initially claims to be the Seer and asserts she saw two Werewolves in the center, but later admits to being the Tanner.",138-141,CANDIDATE_REJECTED_NOSENSE,12384.0,and,NoSense,,0.9223285913467408,,False,True
13768,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,but,Comparison,but,188,191,,0,,contiguous,2,"Katie initially claims to be the Seer and asserts she saw two Werewolves in the center, but later admits to being the Tanner.",188-191,CANDIDATE_REJECTED_NOSENSE,12385.0,but,NoSense,,0.8989160060882568,,False,True
13769,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,later,Temporal,later,192,197,,0,,contiguous,2,"Katie initially claims to be the Seer and asserts she saw two Werewolves in the center, but later admits to being the Tanner.",192-197,ALIGNED_CONNECTIVE,12386.0,later,Temporal.Asynchronous,Temporal,0.9955343008041382,False,False,False
13770,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,if,Contingency,If,226,228,,0,,contiguous,3,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center.",226-228,ALIGNED_CONNECTIVE,12388.0,If,Contingency.Condition,Contingency,0.6093232035636902,False,False,False
13771,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,244,247,,0,,contiguous,3,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center.",244-247,CANDIDATE_REJECTED_NOSENSE,12389.0,and,NoSense,,0.9999995231628418,,False,True
13772,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,291,294,,0,,contiguous,3,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center.",291-294,CANDIDATE_REJECTED_NOSENSE,12390.0,and,NoSense,,1.0,,False,True
13773,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,and,Expansion,and,304,307,,0,,contiguous,3,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center.",304-307,ALIGNED_CONNECTIVE,12391.0,and,Expansion.Conjunction,Expansion,0.8227142691612244,False,False,False
13774,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,then,Temporal,then,329,333,,0,,contiguous,3,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center.",329-333,CANDIDATE_REJECTED_NOSENSE,12392.0,then,NoSense,,0.9787346124649048,,False,True
13775,2045,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_3,3,Stochastic,for,Contingency,for,407,410,,0,,contiguous,4,"In this scenario, the only way for Team Village to win is to vote 'No Werewolf'.",407-410,CANDIDATE_REJECTED_NOSENSE,12393.0,for,NoSense,,0.9999991655349731,,False,True
13776,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,and,Expansion,and,39,42,,0,,contiguous,1,Caitlynn claims to be the Troublemaker and states she switched Chris and Mike.,39-42,CANDIDATE_REJECTED_NOSENSE,12394.0,and,NoSense,,0.9757950901985168,,False,True
13777,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,and,Expansion,and,69,72,,0,,contiguous,1,Caitlynn claims to be the Troublemaker and states she switched Chris and Mike.,69-72,CANDIDATE_REJECTED_NOSENSE,12395.0,and,NoSense,,0.9999998807907104,,False,True
13778,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,since,Contingency,Since,163,168,,0,,contiguous,3,"Since the Troublemaker swapped Chris and Mike, the Werewolf card moved from Chris to Mike.",163-168,ALIGNED_CONNECTIVE,12396.0,Since,Temporal.Asynchronous,Temporal,0.9596511125564576,True,False,False
13779,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,and,Expansion,and,200,203,,0,,contiguous,3,"Since the Troublemaker swapped Chris and Mike, the Werewolf card moved from Chris to Mike.",200-203,CANDIDATE_REJECTED_NOSENSE,12397.0,and,NoSense,,1.0,,False,True
13780,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,therefore,Contingency,Therefore,254,263,,0,,contiguous,4,"Therefore, Mike is the current Werewolf and the correct target for Team Village.",254-263,ALIGNED_CONNECTIVE,12398.0,Therefore,Contingency.Cause,Contingency,0.9989027976989746,False,False,False
13781,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,and,Expansion,and,294,297,,0,,contiguous,4,"Therefore, Mike is the current Werewolf and the correct target for Team Village.",294-297,CANDIDATE_REJECTED_NOSENSE,12399.0,and,NoSense,,0.9999641180038452,,False,True
13782,2046,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_3,3,Stochastic,for,Contingency,for,317,320,,0,,contiguous,4,"Therefore, Mike is the current Werewolf and the correct target for Team Village.",317-320,CANDIDATE_REJECTED_NOSENSE,12400.0,for,NoSense,,1.0,,False,True
13783,2047,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_3,3,Stochastic,as,Temporal,as,27,29,,0,,contiguous,1,"Brett admitted to starting as the Werewolf, and DeAndre claimed to be the Troublemaker who swapped Brett's card with Katie's.",27-29,CANDIDATE_REJECTED_NOSENSE,12401.0,as,NoSense,,0.9999990463256836,,False,True
13784,2047,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_3,3,Stochastic,and,Expansion,and,44,47,,0,,contiguous,1,"Brett admitted to starting as the Werewolf, and DeAndre claimed to be the Troublemaker who swapped Brett's card with Katie's.",44-47,ALIGNED_CONNECTIVE,12402.0,and,Expansion.Conjunction,Expansion,0.9503583908081056,False,False,False
13785,2047,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_3,3,Stochastic,with,Contingency,with,112,116,,0,,contiguous,1,"Brett admitted to starting as the Werewolf, and DeAndre claimed to be the Troublemaker who swapped Brett's card with Katie's.",112-116,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
13786,2047,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_3,3,Stochastic,and,Expansion,and,169,172,,0,,contiguous,2,This means Katie is currently the Werewolf and Brett is now the Tanner.,169-172,ALIGNED_CONNECTIVE,12403.0,and,Expansion.Conjunction,Expansion,0.9642617106437684,False,False,False
