occurrence_id,model,run_label,decoding_group,justification_id,sentence_id,form,connective_surface,status,raw_sense,top_level,confidence,dimlex_category,is_discontinuous,sentence_text
2361,Gemma 4 2B,run_3,Stochastic,461,3,if,if,accepted,Contingency.Condition,Contingency,0.9938125610351562,Contingency,False,"Since Team Village wins if no Werewolves are present and no one dies, eliminating a suspected player like Caitlynn is the safest route to securing the victory."
2079,Gemma 4 2B,run_3,Stochastic,404,3,if,if,accepted,Contingency.Condition,Contingency,0.9938305020332336,Contingency,False,"Since Team Village wins if no Werewolves are present and no one dies, and there is no concrete evidence to accuse any player, the safest choice is to assume no Werewolf is currently active."
1118,Gemma 4 2B,run_2,Stochastic,212,3,if,if,accepted,Contingency.Condition,Contingency,0.9939910769462584,Contingency,False,"Since Team Village wins if no Werewolf is present, and I cannot identify a Werewolf, I must conclude that the Werewolf cards are likely in the center pool."
96,Gemma 4 2B,run_1,Stochastic,19,3,if,if,accepted,Contingency.Condition,Contingency,0.9941133856773376,Contingency,False,"Since I cannot confirm the presence of a Werewolf, and Team Village wins if no Werewolves are present and no one dies, I must assume the 'no Werewolf' condition is possible."
2966,Gemma 4 2B,greedy_t0,Greedy,581,3,if,if,accepted,Contingency.Condition,Contingency,0.9943711161613464,Contingency,False,"Since Team Village wins if no Werewolves are present and no one dies, and given the high level of ambiguity, the safest strategic move is to assume no Werewolf is present."
2138,Gemma 4 2B,run_3,Stochastic,417,3,if,if,accepted,Contingency.Condition,Contingency,0.9944755434989928,Contingency,False,"Since Team Village wins if no Werewolves are present, and there is no concrete identification of a Werewolf, the safest choice is to assume no Werewolf is present."
9993,Gemma 4 31B,run_1,Stochastic,1716,5,if,if,accepted,Contingency.Condition,Contingency,0.9948307871818542,Contingency,False,"Since Team Village wins if no Werewolf is present and no one is eliminated, this consensus suggests that 'No Werewolf' is the most plausible conclusion."
375,Gemma 4 2B,run_1,Stochastic,72,3,if,if,accepted,Contingency.Condition,Contingency,0.9948803186416626,Contingency,False,"Since Team Village wins if no Werewolf is present and no one dies, and given the high level of uncertainty, the safest choice is to assume no Werewolf is currently active."
1975,Gemma 4 2B,run_3,Stochastic,383,3,if,if,accepted,Contingency.Condition,Contingency,0.9950950145721436,Contingency,False,"Since Team Village wins if no Werewolves are present and no one dies, concluding that no Werewolf is present is the safest path to victory."
1684,Gemma 4 2B,run_2,Stochastic,325,3,if,if,accepted,Contingency.Condition,Contingency,0.9951700568199158,Contingency,False,"Since I cannot confirm the presence of a Werewolf, and the winning condition allows Team Village to win if no Werewolf is present, I must assume no Werewolf is currently active."
3144,Gemma 4 2B,greedy_t0,Greedy,615,2,if,if,accepted,Contingency.Condition,Contingency,0.9952027797698976,Contingency,False,"Justin explicitly states that if a Werewolf exists, they will win, suggesting a collective belief that elimination is necessary."
4224,Gemma 4 4B,run_1,Stochastic,816,2,if,if,accepted,Contingency.Condition,Contingency,0.9953153133392334,Contingency,False,"While James claims to be the Seer and reports a Werewolf in the role pool, eliminating a player is the only way Team Village can win if a Werewolf is among the players."
3911,Gemma 4 2B,greedy_t0,Greedy,763,3,if,if,accepted,Contingency.Condition,Contingency,0.9953420162200928,Contingency,False,"Since Team Village wins if no Werewolf is present, and given the uncertainty, the safest choice is to assume no Werewolf is confirmed."
1172,Gemma 4 2B,run_2,Stochastic,221,3,if,if,accepted,Contingency.Condition,Contingency,0.995431900024414,Contingency,False,"Since Team Village wins if no Werewolf is present, and no Werewolf has been identified, the safest strategy is to assume no Werewolf is currently active."
7945,Gemma 4 4B,greedy_t0,Greedy,1421,3,if,if,accepted,Contingency.Condition,Contingency,0.9956745505332948,Contingency,False,"Since Team Village wins if no Werewolf is present among the players, and we cannot confirm the existence of a Werewolf, the appropriate conclusion is that no Werewolf is present."
1632,Gemma 4 2B,run_2,Stochastic,317,3,if,if,accepted,Contingency.Condition,Contingency,0.9957991242408752,Contingency,False,"Since Team Village wins if no Werewolf is present and no one dies, and given the heavy emphasis on misdirection, it is safer to assume the Werewolf is hidden in the center role pool."
2063,Gemma 4 2B,run_3,Stochastic,401,2,if,if,accepted,Contingency.Condition,Contingency,0.9958665370941162,Contingency,False,"Since there is no concrete evidence pointing to a Werewolf, and the rules state that Team Village wins if no Werewolves are present and no one dies, the safest and most logical choice is to assume no Werewolf is currently active."
3797,Gemma 4 2B,greedy_t0,Greedy,740,3,if,if,accepted,Contingency.Condition,Contingency,0.9965059757232666,Contingency,False,"Since Team Village wins if no Werewolf is present and no one dies, and given the high level of ambiguity, it is safest to assume no Werewolf is currently active."
6844,Gemma 4 4B,run_3,Stochastic,1240,4,if,if,accepted,Contingency.Condition,Contingency,0.9965908527374268,Contingency,False,"Since the identity of the Werewolves remains unknown, and Team Village wins if no Werewolves are present among the players, the most confident conclusion is that the Werewolves are in the role pool."
3226,Gemma 4 2B,greedy_t0,Greedy,632,3,if,if,accepted,Contingency.Condition,Contingency,0.9966577291488647,Contingency,False,"Since Team Village wins if no Werewolves are present and no one dies, and given the lack of clear Werewolf activity, it is safest to assume no Werewolf is currently active."
9212,Gemma 4 31B,run_1,Stochastic,1612,3,if,if,accepted,Contingency.Condition,Contingency,0.9970531463623048,Contingency,False,"If Justin was the Troublemaker and swapped Paul and Mitchell, Mitchell could only end the night as the Insomniac if Paul had the Insomniac card before the swap."
222,Gemma 4 2B,run_1,Stochastic,43,3,if,if,accepted,Contingency.Condition,Contingency,0.9970880150794984,Contingency,False,"Given the lack of concrete evidence, the safest strategy is to assume no Werewolf is present, which allows Team Village to win if all Werewolf cards are in the center."
7660,Gemma 4 4B,greedy_t0,Greedy,1373,3,if,if,accepted,Contingency.Condition,Contingency,0.9972162246704102,Contingency,False,"Since the game ended in a tie vote, no player died, meaning Team Village can only win if no Werewolves are currently held by any player."
1030,Gemma 4 2B,run_2,Stochastic,196,3,if,if,accepted,Contingency.Condition,Contingency,0.9982837438583374,Contingency,False,"Since Team Village wins if no Werewolf is present, and given the lack of concrete identification, it is safer to assume that no Werewolf has been successfully identified and eliminated yet."
1797,Gemma 4 2B,run_2,Stochastic,348,4,if,if,accepted,Contingency.Condition,Contingency,0.9984371066093444,Contingency,False,"Since there is no conclusive evidence pointing to a Werewolf, and given the high level of distrust and confusion, it is safer to assume no Werewolf is present, which satisfies the condition for Team Village to win if all Werewolf cards are in the center."
1650,Gemma 4 2B,run_2,Stochastic,319,4,if,if,accepted,Contingency.Condition,Contingency,0.9986416697502136,Contingency,False,"Since there is no clear evidence of a Werewolf remaining, voting for anyone risks losing the game if a Werewolf is present, whereas declaring 'No Werewolf' guarantees a victory for Team Village."
13918,Gemma 4 31B,greedy_t0,Greedy,2254,3,if,if,rejected_nosense,NoSense,,0.3425926566123962,Comparison,False,"Even if Matt (the Robber) had swapped roles with him, Mitchell's chaotic claims are characteristic of either a Werewolf attempting a confusing bluff or a Tanner trying to attract votes; however, given the available information, he is the most likely candidate for elimination to secure a Village win."
1337,Gemma 4 2B,run_2,Stochastic,256,2,if,if,rejected_nosense,NoSense,,0.3940784335136413,Contingency,False,"While his statement could be true, if he is lying, he is a Werewolf, which would be a successful elimination for Team Village."
8684,Gemma 4 31B,run_1,Stochastic,1539,3,if,if,rejected_nosense,NoSense,,0.4502272009849548,Contingency,False,"Hunter claims to have performed the Troublemaker's action of swapping two other players, but if Jacob had already swapped cards with him, Hunter would have become the Robber and could not have acted as the Troublemaker."
13475,Gemma 4 31B,greedy_t0,Greedy,2195,3,if,if,rejected_nosense,NoSense,,0.4734842777252197,Contingency,False,"If Mitchell's swap is a lie, Julie remains the primary suspect; if it is true, she is still the most likely starting Werewolf, though the role would have shifted."
13368,Gemma 4 31B,greedy_t0,Greedy,2180,2,if,if,rejected_nosense,NoSense,,0.4929650127887726,Contingency,False,"Mitchell claims to be the Robber and stole from James, but if no one started as a werewolf, the Robber could not have stolen that role."
10024,Gemma 4 31B,run_2,Stochastic,1721,3,if,if,rejected_nosense,NoSense,,0.4942847192287445,Contingency,False,"Therefore, if their claims are true, Elliot is now the Werewolf."
11170,Gemma 4 31B,run_2,Stochastic,1879,3,if,if,rejected_nosense,NoSense,,0.513674795627594,Contingency,False,"Mike claims to be the Troublemaker and describes a swap between Justin and Paul; if these claims are true, Mitchell likely ended the night as a Werewolf by either robbing a Werewolf (Justin) or being the Doppelganger who copied a Werewolf card."
9719,Gemma 4 31B,run_1,Stochastic,1681,3,if,if,rejected_nosense,NoSense,,0.5175014138221741,Contingency,False,"Although Matt claims to have robbed Mitchell, if Mitchell is currently the Werewolf, he is the correct target for Team Village regardless of how he acquired the role."
12320,Gemma 4 31B,run_3,Stochastic,2036,2,if,If,rejected_nosense,NoSense,,0.5317729711532593,Contingency,False,"If this is true, Justin's claim to be the Robber is a lie."
8922,Gemma 4 31B,run_1,Stochastic,1571,2,if,if,rejected_nosense,NoSense,,0.5331801176071167,Contingency,False,"Paul claims to be the Robber and says he robbed Mitchell, but if James is telling the truth, Paul could not have been the Robber because he started as a Werewolf."
13666,Gemma 4 31B,greedy_t0,Greedy,2221,2,if,If,rejected_nosense,NoSense,,0.595831036567688,,False,"If this claim is true, then no player currently holds a Werewolf card."
12573,Gemma 4 31B,run_3,Stochastic,2069,3,if,If,rejected_nosense,NoSense,,0.5968860387802124,Contingency,False,"If these claims are true, Mitchell started as the Werewolf but was swapped with Mike, making Mike the current Werewolf."
5721,Gemma 4 4B,run_2,Stochastic,1057,2,if,if,rejected_nosense,NoSense,,0.6263869404792786,Contingency,False,"While the Tanner role is independent, if he is lying about his role, he is likely a Werewolf attempting to manipulate the group's focus."
9865,Gemma 4 31B,run_1,Stochastic,1700,2,if,if,rejected_nosense,NoSense,,0.6521955728530884,Contingency,False,"Eric admits he started as a Werewolf, which means if Mitchell's claim is true, Mike is now the Werewolf."
13370,Gemma 4 31B,greedy_t0,Greedy,2180,3,if,if,rejected_nosense,NoSense,,0.6693616509437561,Contingency,False,"The only way a werewolf could be present is if the Drunk swapped a card from the center, but there is no evidence for this."
10712,Gemma 4 31B,run_2,Stochastic,1815,4,if,If,rejected_nosense,NoSense,,0.6924260258674622,,False,"If their claims are true, particularly Julie's observation that Justin was the Drunk, then Justin cannot be the Werewolf, and it is likely that all Werewolf cards are in the center."
9082,Gemma 4 31B,run_1,Stochastic,1596,2,if,If,rejected_nosense,NoSense,,0.6955355405807495,Contingency,False,"If this were true, Mike would currently be the Tanner, and Mitchell would be a Villager; however, Mitchell then agrees to vote for Mike, which contradicts the goal of Team Village (who would not want to vote out the Tanner)."
13340,Gemma 4 31B,greedy_t0,Greedy,2175,4,if,if,rejected_nosense,NoSense,,0.7061327695846558,Contingency,False,"While Mike's claim as Seer suggests a Werewolf might be in the center, this is possible if there are two Werewolves in the game or if Mike is bluffing."
10499,Gemma 4 31B,run_2,Stochastic,1788,2,if,if,rejected_nosense,NoSense,,0.7179061770439148,Contingency,False,"Mitchell initially claims he started as a Werewolf, which, if true, means James is now the Werewolf due to the swap."
10489,Gemma 4 31B,run_2,Stochastic,1787,2,if,If,rejected_nosense,NoSense,,0.7207511067390442,Contingency,False,"If this were true, Mike would now be the Tanner and would want to be voted out, but Mike is actively defending himself."
5214,Gemma 4 4B,run_2,Stochastic,975,1,if,'If,rejected_nosense,NoSense,,0.7322587370872498,Contingency,False,"Hunter explicitly admitted in the transcript (at [62]) that he was the Werewolf, stating, 'If we are being completely honest, I was the werewolf.'"
12104,Gemma 4 31B,run_3,Stochastic,2006,3,if,If,rejected_nosense,NoSense,,0.7380405068397522,Contingency,False,"If this story is true, Justin started as the Drunk and is not a Werewolf, and since the other three are claiming Village roles and supporting each other, it is highly probable that no Werewolf is present among the players."
13959,Gemma 4 31B,greedy_t0,Greedy,2259,2,if,if,rejected_nosense,NoSense,,0.7380706071853638,Contingency,False,"Furthermore, he claims to have robbed Paul and asserts that Paul is a werewolf [102, 104], which, if true, would mean Justin himself is now the werewolf."
12373,Gemma 4 31B,run_3,Stochastic,2043,2,if,if,rejected_nosense,NoSense,,0.7580896019935608,Contingency,False,"Brett claims he was the starting Werewolf, which, if true, means Pete is now the final Werewolf after the swap."
1916,Gemma 4 2B,run_2,Stochastic,370,2,if,if,rejected_nosense,NoSense,,0.7873250842094421,Contingency,False,"Furthermore, James suggested a strategy to vote Paul out if Laura was indeed the Werewolf, and Mitchell agreed to that strategy."
10694,Gemma 4 31B,run_2,Stochastic,1813,4,if,if,rejected_nosense,NoSense,,0.8179202675819397,Contingency,False,"If she is the Werewolf, or if she was swapped with a Werewolf by the Troublemaker (Mitchell), voting her out will result in a win for Team Village."
6377,Gemma 4 4B,run_3,Stochastic,1166,2,if,'If,rejected_nosense,NoSense,,0.8478419780731201,Contingency,False,"Although the discussion is highly chaotic and involves claims of role swapping by Jacob (the alleged Troublemaker), Hunter later confirmed this accusation by stating, 'If we are being completely honest, I was the werewolf' (Line 62)."
823,Gemma 4 2B,run_1,Stochastic,157,3,if,'If,rejected_nosense,NoSense,,0.855431079864502,Contingency,False,"Given the lack of solid evidence pointing to a Werewolf, and the possibility that the Werewolf card is in the center, it is safer to assume no Werewolf is present to ensure Team Village wins based on the win condition: 'If no player is a Werewolf and no one dies.'"
8943,Gemma 4 31B,run_1,Stochastic,1573,3,if,if,rejected_nosense,NoSense,,0.8968749046325684,Contingency,False,"If Justin is the Robber who stole the Werewolf card from Mitchell, or if he is simply lying about his role to cover his identity as the Werewolf, he is the correct target for elimination."
9494,Gemma 4 31B,run_1,Stochastic,1650,3,if,if,rejected_nosense,NoSense,,0.9079276919364928,Contingency,False,"While Paul's comments are ambiguous, the collective agreement of the other three players (Justin, Mitchell, and Mike) and Paul's own admission ('What if me and Justin are both werewolves?')"
10390,Gemma 4 31B,run_2,Stochastic,1772,2,if,'If,rejected_nosense,NoSense,,0.9425864815711976,Contingency,False,"He was accused of 'slow rolling' information and used hesitant phrasing ('If you believe me'), which led Justin, James, and Alvin to lose trust in his claims."
4036,Gemma 4 4B,run_1,Stochastic,784,1,if,'If,rejected_nosense,NoSense,,0.9544531106948853,Contingency,False,"Hunter provides the most incriminating statement in the transcript when he suggests, 'If we are being completely honest, I was the werewolf' (62)."
8989,Gemma 4 31B,run_1,Stochastic,1581,1,if,'If,rejected_nosense,NoSense,,0.9627091884613036,Contingency,False,"Mitchell claimed to be the Seer but exhibited highly suspicious behavior, including 'slow-rolling' information and using hesitant phrasing ('If you believe me'), which caused the other players to lose trust in him."
8883,Gemma 4 31B,run_1,Stochastic,1566,3,if,if,rejected_nosense,NoSense,,0.9673413634300232,Contingency,False,"However, if Ashley is lying and is actually the Werewolf, or if Sukeshi is the Werewolf and was not swapped, Sukeshi remains the primary target."
11764,Gemma 4 31B,run_3,Stochastic,1963,2,if,'If,rejected_nosense,NoSense,,0.9866012930870056,Contingency,False,"However, his behavior is highly suspicious; he 'slow-rolls' his information and uses tentative phrasing ('If you believe me'), which are common indicators of a bluff."
9177,Gemma 4 31B,run_1,Stochastic,1608,3,if,if,rejected_nosense,NoSense,,0.9882529377937316,Contingency,False,"If James was the Drunk and swapped with the center, or if Justin (as the Robber) stole the Drunk role from James and then swapped with the center, Justin is the most likely player to currently hold the Werewolf card."
13199,Gemma 4 31B,greedy_t0,Greedy,2154,2,if,'if,rejected_nosense,NoSense,,0.9891067147254944,Contingency,False,"Mitchell's behavior is highly suspicious, characterized by 'slow rolling' information and using hesitant phrasing like 'if you believe me,' which leads the other players to distrust him."
11509,Gemma 4 31B,run_3,Stochastic,1926,2,if,if,rejected_nosense,NoSense,,0.9904010891914368,Contingency,False,"However, according to the rules, the Drunk swaps their card without looking at the new one, meaning Erin could not possibly know if she became the Werewolf."
11507,Gemma 4 31B,run_3,Stochastic,1926,1,if,if,rejected_nosense,NoSense,,0.9918845891952516,Contingency,False,Erin claims to be the Drunk and asks if swapping her card with the center makes her the Werewolf.
11848,Gemma 4 31B,run_3,Stochastic,1976,2,if,if,rejected_nosense,NoSense,,0.992033302783966,Contingency,False,Mike's explanation—that he said it 'to see if anyone else would say it'—is an illogical strategy for a village-aligned player and suggests a failed bluff.
10477,Gemma 4 31B,run_2,Stochastic,1785,1,if,if,rejected_nosense,NoSense,,0.9937375783920288,Contingency,False,"Mike's claims are inconsistent; he initially suggested he was the Insomniac and then pivoted to claiming he was a Villager, offering a weak excuse that he only said it to see if others would react."
2759,Gemma 4 2B,run_3,Stochastic,540,2,if,if,rejected_nosense,NoSense,,0.9956955909729004,Contingency,False,"However, Mitchell explicitly states 'Correct' when asked if he started as a Werewolf, strongly indicating he is currently playing that role."
1009,Gemma 4 2B,run_2,Stochastic,192,1,if,if,rejected_nosense,NoSense,,0.9977224469184875,Contingency,False,"The discussion revolves entirely around card swaps and identity confusion, with players debating whether they are lying or if the Werewolves are colluding."
3477,Gemma 4 2B,greedy_t0,Greedy,678,1,if,if,rejected_nosense,NoSense,,0.9979848861694336,Contingency,False,"Alysha directly accused Justin of being the Werewolf, stating that Justin was the werewolf and questioning if he had traded cards."
270,Gemma 4 2B,run_1,Stochastic,54,1,if,if,rejected_nosense,NoSense,,0.9980440139770508,Contingency,False,"The discussion remains highly inconclusive, with players debating whether Justin or Mitchell is the Werewolf, or if there are no Werewolves at all."
379,Gemma 4 2B,run_1,Stochastic,73,1,if,if,rejected_nosense,NoSense,,0.998376965522766,Contingency,False,The discussion revolves around identifying roles and determining if Mitchell is a Werewolf.
819,Gemma 4 2B,run_1,Stochastic,157,1,if,if,rejected_nosense,NoSense,,0.9985496401786804,Contingency,False,"The discussion revolves around the credibility of Mike's statement that he did not see a Werewolf, which is crucial for determining if any Werewolf is present."
5281,Gemma 4 4B,run_2,Stochastic,986,1,if,if,rejected_nosense,NoSense,,0.9987218976020812,Contingency,False,"The transcript provides a critical piece of information when Daniel asks Kaelan if he is a Minion, and Kaelan confirms, 'Yes.'"
11615,Gemma 4 31B,run_3,Stochastic,1940,2,if,if,rejected_nosense,NoSense,,0.9989218711853028,Contingency,False,"Although Daniel initially suggests Kaelan might be the Tanner or the Werewolf, he later asks if they are 'good with the center,' and Kevin agrees."
7631,Gemma 4 4B,greedy_t0,Greedy,1368,2,if,if,rejected_nosense,NoSense,,0.9991397857666016,Contingency,False,"In the final exchange, Daniel asks Kaelan if they are a Minion, and Kaelan confirms this identity."
4099,Gemma 4 4B,run_1,Stochastic,795,2,if,if,rejected_nosense,NoSense,,0.9991713762283324,Contingency,False,"In lines [65] and [66], Daniel asks Kaelan if he is a Minion, and Kaelan confirms this role."
11122,Gemma 4 31B,run_2,Stochastic,1873,2,if,if,rejected_nosense,NoSense,,0.9991973042488098,Contingency,False,"He claims to be the Troublemaker ([33]), then suggests he is the Seer ([36]), and in a short span of time, he asks Alana if she was the Tanner ([41]) while simultaneously claiming he thinks she is the Werewolf ([49])."
6443,Gemma 4 4B,run_3,Stochastic,1177,2,if,if,rejected_nosense,NoSense,,0.9994357228279114,Contingency,False,"In the final exchange, Daniel asks Kaelan if he is a Minion, and Kaelan confirms this role."
13038,Gemma 4 31B,greedy_t0,Greedy,2131,2,if,if,rejected_nosense,NoSense,,0.9995040893554688,Contingency,False,"Daniel suggests Kaelan could be the Tanner or the Werewolf, but the conversation concludes with Daniel asking if they are 'all good with the center' and Kevin agreeing."
5604,Gemma 4 4B,run_2,Stochastic,1039,2,if,if,rejected_nosense,NoSense,,0.9995324611663818,Contingency,False,"Mitchell specifically asks if Justin is lying about being the Troublemaker, suggesting that Justin's claimed alignment is suspect."
8816,Gemma 4 31B,run_1,Stochastic,1558,2,if,if,rejected_nosense,NoSense,,0.9995718598365784,Contingency,False,"While Daniel briefly suggests Kaelan might be the Tanner or the Werewolf, the discussion concludes with Daniel asking if they are 'all good with the center' and Kevin agreeing."
13052,Gemma 4 31B,greedy_t0,Greedy,2133,3,if,if,rejected_nosense,NoSense,,0.9996713399887084,Contingency,False,"Jessica is the only player who has not claimed a role and provides a nonsensical answer when asked if she is the Drunk, suggesting she is bluffing to hide her identity as a Werewolf."
8252,Gemma 4 4B,greedy_t0,Greedy,1468,4,if,if,rejected_nosense,NoSense,,0.9997686743736268,Contingency,False,"Therefore, based solely on the public discussion, I cannot determine if a Werewolf is present among the players."
10241,Gemma 4 31B,run_2,Stochastic,1749,2,if,if,rejected_nosense,NoSense,,0.9998160004615784,Contingency,False,"Kaelan and Jessica both claim to be Villagers, and while Daniel initially suggests Kaelan might be the Tanner or Werewolf, he quickly pivots to ask if they are 'all good with the center,' which Kevin confirms."
715,Gemma 4 2B,run_1,Stochastic,135,2,if,if,rejected_nosense,NoSense,,0.9999845027923584,Contingency,False,"While roles are shifting, the focus of the conversation during the voting phase centers on determining if Pete is the Werewolf or the Tanner."
9014,Gemma 4 31B,run_1,Stochastic,1586,4,if then,If then,accepted,Contingency.Condition,Contingency,0.5064114332199097,Contingency,True,"If Justin was the Werewolf and was swapped with Caitlynn, then Caitlynn is now the Werewolf."
10711,Gemma 4 31B,run_2,Stochastic,1815,4,if then,If then,accepted,Contingency.Condition,Contingency,0.5537083745002747,Contingency,True,"If their claims are true, particularly Julie's observation that Justin was the Drunk, then Justin cannot be the Werewolf, and it is likely that all Werewolf cards are in the center."
12555,Gemma 4 31B,run_3,Stochastic,2067,3,if then,If then,accepted,Contingency.Condition,Contingency,0.5541677474975586,Contingency,True,"If Mike was the Werewolf and was swapped with Paul, then Paul is now the Werewolf."
11664,Gemma 4 31B,run_3,Stochastic,1948,2,if then,If then,accepted,Contingency.Condition,Contingency,0.5585655570030212,,True,"If Ashley's claim of being the Troublemaker and swapping Sukeshi and Elliot is true, and Sukeshi started as the Tanner, then Sukeshi would now be the Werewolf if Elliot started as one."
10417,Gemma 4 31B,run_2,Stochastic,1777,4,if then,If then,accepted,Contingency.Condition,Contingency,0.6130530834197998,Contingency,True,"If Justin was the starting Werewolf and was swapped with Caitlynn, then Caitlynn is the current Werewolf."
13665,Gemma 4 31B,greedy_t0,Greedy,2221,2,if then,If then,accepted,Contingency.Condition,Contingency,0.6672267317771912,Contingency,True,"If this claim is true, then no player currently holds a Werewolf card."
8214,Gemma 4 4B,greedy_t0,Greedy,1463,3,if then,If then,accepted,Contingency.Condition,Contingency,0.7164903283119202,Contingency,True,"If this claim is accurate, then no player among Justin, Mitchell, Paul, or Mike holds the Werewolf card."
12091,Gemma 4 31B,run_3,Stochastic,2005,3,if then,If then,accepted,Contingency.Condition,Contingency,0.727064311504364,Contingency,True,"If Justin, Mike, and Julie are their claimed roles and Mitchell is the Tanner, then no player holds the Werewolf card, and the Werewolf cards must be in the center."
12387,Gemma 4 31B,run_3,Stochastic,2045,3,if then,If then,accepted,Contingency.Condition,Contingency,0.7280848622322083,,True,"If Brett, Dustin, and Pete are their claimed roles (Seer, Drunk, and Robber), and Katie is the Tanner, then all Werewolf cards must be in the center."
10087,Gemma 4 31B,run_2,Stochastic,1729,3,if then,If then,accepted,Contingency.Condition,Contingency,0.7358039021492004,Contingency,True,"If Jacob's claim is true and there is only one Werewolf in the game, then no player is a Werewolf."
12345,Gemma 4 31B,run_3,Stochastic,2039,3,if then,If then,accepted,Contingency.Condition,Contingency,0.787602961063385,Contingency,True,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'."
10200,Gemma 4 31B,run_2,Stochastic,1744,4,if then,If then,accepted,Contingency.Condition,Contingency,0.7990682125091553,Contingency,True,"If Jessica is the Minion and saw no Werewolves, then all Werewolf cards must be in the center, meaning Team Village wins if no one is voted out."
11557,Gemma 4 31B,run_3,Stochastic,1932,2,if then,If then,accepted,Contingency.Condition,Contingency,0.7998638153076172,Contingency,True,"If this information is accurate, then no player is currently a Werewolf."
13159,Gemma 4 31B,greedy_t0,Greedy,2148,3,if then,If then,accepted,Contingency.Condition,Contingency,0.8142038583755493,Contingency,True,"If Tyler is the Seer and saw the Werewolf card in the center, then no player is currently a Werewolf."
12712,Gemma 4 31B,run_3,Stochastic,2087,3,if then,If then,accepted,Contingency.Condition,Contingency,0.8148667216300964,Contingency,True,"If James is the Seer and telling the truth, then no player is a Werewolf, and Team Village wins by voting 'No Werewolf'."
11858,Gemma 4 31B,run_3,Stochastic,1977,3,if then,If then,accepted,Contingency.Condition,Contingency,0.8387215733528137,Contingency,True,"If these claims are true, then no player is currently a werewolf, and the Village wins by voting 'No Werewolf'."
12031,Gemma 4 31B,run_3,Stochastic,1998,3,if then,If then,accepted,Contingency.Condition,Contingency,0.8725908994674683,Contingency,True,"If all three players are telling the truth about their roles (Seer, Robber, and Insomniac), then no player is a Werewolf, and the Werewolf card must be in the center."
12767,Gemma 4 31B,run_3,Stochastic,2095,3,if then,If then,accepted,Contingency.Condition,Contingency,0.8783325552940369,Contingency,True,"If the Werewolf card is in the center, then no player is a Werewolf, and Team Village wins by voting for 'No Werewolf'."
9081,Gemma 4 31B,run_1,Stochastic,1596,2,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.5761279463768005,,True,"If this were true, Mike would currently be the Tanner, and Mitchell would be a Villager; however, Mitchell then agrees to vote for Mike, which contradicts the goal of Team Village (who would not want to vote out the Tanner)."
14129,Gemma 4 31B,greedy_t0,Greedy,2283,3,if then,if then,accepted,Temporal.Asynchronous,Temporal,0.6336431503295898,Contingency,True,"Following the night action order (Robber then Troublemaker), if Mitchell robbed Laura (Villager) and Paul then swapped Justin (Werewolf) and Laura (now Robber), Laura would end the night as the Werewolf."
10918,Gemma 4 31B,run_2,Stochastic,1846,3,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.7564316987991333,,True,"If Mitchell started as the Werewolf, Mike would have stolen the Werewolf card, and Paul would have then swapped it back to Mitchell."
9172,Gemma 4 31B,run_1,Stochastic,1608,3,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.8219698071479797,,True,"If James was the Drunk and swapped with the center, or if Justin (as the Robber) stole the Drunk role from James and then swapped with the center, Justin is the most likely player to currently hold the Werewolf card."
9817,Gemma 4 31B,run_1,Stochastic,1695,2,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.8811707496643066,Contingency,True,"If Mike started as the Robber and stole from Mitchell (the Troublemaker), and then Mitchell (as the Troublemaker) swapped Mike and Alana (the Seer), the final roles would be Mike as the Seer, Alana as the Troublemaker, and Mitchell as the Robber."
11888,Gemma 4 31B,run_3,Stochastic,1980,4,if then,if then,accepted,Temporal.Asynchronous,Temporal,0.8811826109886169,Contingency,True,"Specifically, if Mitchell (Robber) stole the Tanner card from Justin, and James (Troublemaker) then swapped Justin and Mitchell, Justin would end the game as the Tanner."
11459,Gemma 4 31B,run_3,Stochastic,1919,3,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.930917263031006,Contingency,True,"If Jacob (Drunk) swapped the Drunk card into the center and then Hunter (Troublemaker) swapped Jacob with Zack, Zack would end up with the Drunk card."
11993,Gemma 4 31B,run_3,Stochastic,1994,3,if then,If then,accepted,Temporal.Asynchronous,Temporal,0.9718571305274964,Contingency,True,"If Paul (Robber) stole the Troublemaker card from Justin and then swapped Justin (now Robber) with Mitchell (Werewolf), Justin would end the night as the Werewolf."
14176,Gemma 4 31B,greedy_t0,Greedy,2288,3,if then,if then,rejected_nosense,NoSense,,0.4311165809631347,Contingency,True,"However, if Justin is the Tanner, then the Tanner cannot be in the center, meaning Mitchell is lying."
12752,Gemma 4 31B,run_3,Stochastic,2092,3,if then,If then,rejected_nosense,NoSense,,0.474200576543808,Contingency,True,"If Paul's swap is legitimate and Justin was the starting Werewolf, then Laura is now the Werewolf."
11931,Gemma 4 31B,run_3,Stochastic,1985,2,if then,If then,rejected_nosense,NoSense,,0.4992343485355377,Contingency,True,"If James is the Seer, then both Mike and Mitchell are lying about being the Seer."
