relation_id,justification_id,model,game_id,run_label,decoding_group,sentence_id,sentence_text,char_spans,start,end,raw_sense,top_level,confidence,provenance,source_form
2435,1089,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,Stochastic,2,"However, the transcript does not identify which players those two Werewolves are, nor does it provide enough reliable information to confirm any specific player's alignment.",141-148,141,148,Comparison.Contrast,Comparison,0.7313413619995117,standard_discopy,however
2436,1089,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,Stochastic,2,"However, the transcript does not identify which players those two Werewolves are, nor does it provide enough reliable information to confirm any specific player's alignment.",223-226,223,226,Expansion.Conjunction,Expansion,0.4784968793392181,standard_discopy,nor
2437,1089,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,Stochastic,4,"Therefore, I conclude that the information is insufficient to guarantee a Village win.",473-482,473,482,Contingency.Cause,Contingency,0.9535645842552184,standard_discopy,therefore
2438,1090,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,Stochastic,3,"While Katie eventually admitted to being the Tanner, Pete's persistent deception and the direct accusations against him make him the highest probability target for Team Village to eliminate a Werewolf.",258-263,258,263,Comparison.Contrast,Comparison,0.7989389300346375,standard_discopy,while
2439,1091,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,Stochastic,3,"Furthermore, Caitlynn and Chris explicitly agree to vote out Mike in the final moments of the transcript (101, 102).",208-219,208,219,Expansion.Conjunction,Expansion,0.9975797533988952,standard_discopy,furthermore
2440,1091,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,Stochastic,4,"While Chris also makes suspicious claims about being the Werewolf, the collective and sustained suspicion directed at Mike makes him the most likely target for a successful Village elimination.",325-330,325,330,Comparison.Contrast,Comparison,0.8433083891868591,standard_discopy,while
2441,1091,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,Stochastic,4,"While Chris also makes suspicious claims about being the Werewolf, the collective and sustained suspicion directed at Mike makes him the most likely target for a successful Village elimination.",337-341,337,341,Expansion.Conjunction,Expansion,0.9903414249420166,standard_discopy,also
2442,1092,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,Stochastic,2,"While players can lie, this is the strongest piece of evidence pointing to a Werewolf among the players.",111-116,111,116,Comparison.Contrast,Comparison,0.7357762455940247,standard_discopy,while
2443,1092,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,Stochastic,3,"Although Brett engaged in complex role-swapping narratives (claiming to be the Robber and Drunk), his final confession identifies him as the primary threat to Team Village.",216-224,216,224,Comparison.Contrast,Comparison,0.7171787619590759,standard_discopy,although
2444,1093,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,Stochastic,1,"DeAndre is the most suspicious player because he immediately claimed to be a Werewolf (T22) and then attempted to frame Katie by claiming she received his Werewolf card (T50, T52).",38-45,38,45,Contingency.Cause,Contingency,0.9999164342880248,standard_discopy,because
2445,1093,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,Stochastic,1,"DeAndre is the most suspicious player because he immediately claimed to be a Werewolf (T22) and then attempted to frame Katie by claiming she received his Werewolf card (T50, T52).",96-100,96,100,Temporal.Asynchronous,Temporal,0.9997527003288268,standard_discopy,then
2446,1093,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,Stochastic,3,"Furthermore, Brett specifically suggested that DeAndre might be the Minion due to his rapid speech (T102), indicating a strong suspicion of his alignment.",287-298,287,298,Expansion.Conjunction,Expansion,0.9927935600280762,standard_discopy,furthermore
2447,1094,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,Stochastic,1,"The discussion heavily focuses on identifying the Werewolves, and DeAndre is the primary target of suspicion.",62-65,62,65,Expansion.Conjunction,Expansion,0.9931257963180542,standard_discopy,and
2448,1094,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,Stochastic,2,"He initially claimed to be Drunk, but later admitted to 'Wolfing' (55), which strongly suggests he was actively participating in Werewolf activities or deception.",148-153,148,153,Temporal.Asynchronous,Temporal,0.9980372786521912,standard_discopy,later
2449,1095,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,Stochastic,1,"The discussion is highly chaotic, but Justin exhibits strong signs of attempting to control the narrative and manipulate the vote.",34-37,34,37,Comparison.Contrast,Comparison,0.6902368664741516,standard_discopy,but
2450,1095,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,Stochastic,2,"He initially claimed to be the PI, a powerful Village role, but later aggressively steered the conversation and the voting target toward Mitchell.",195-200,195,200,Temporal.Asynchronous,Temporal,0.9985609650611876,standard_discopy,later
2451,1096,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,Stochastic,1,"The discussion revolves around complex role swaps, but the central focus of suspicion is placed on Caitlynn.",51-54,51,54,Comparison.Contrast,Comparison,0.6763697862625122,standard_discopy,but
2452,1096,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,Stochastic,3,"While Mike is also identified as a Werewolf, Caitlynn is the primary target of the accusations and the subject of the final proposed vote (70).",243-248,243,248,Comparison.Contrast,Comparison,0.8614007234573364,standard_discopy,while
2453,1096,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,Stochastic,3,"While Mike is also identified as a Werewolf, Caitlynn is the primary target of the accusations and the subject of the final proposed vote (70).",257-261,257,261,Expansion.Conjunction,Expansion,0.9825886487960817,standard_discopy,also
2454,1097,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,Stochastic,2,"Caitlynn states, 'So I'm the werewolf, fucking kill me' (103), and Mitchell confirms this by saying, 'She's right, I was the werewolf' (105).",158-161,158,161,Expansion.Conjunction,Expansion,0.4484255909919739,standard_discopy,and
2455,1097,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,run_2,Stochastic,3,"Given the goal of Team Village is to eliminate a Werewolf, and these players have directly confessed to the role, they are the most probable targets.",296-299,296,299,Expansion.Conjunction,Expansion,0.998271942138672,standard_discopy,and
2456,1098,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,Stochastic,1,"The discussion is highly chaotic, but Paul exhibits significant inconsistencies regarding his role.",34-37,34,37,Comparison.Contrast,Comparison,0.6547713875770569,standard_discopy,but
2457,1098,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,Stochastic,2,"He initially claims to be the Seer and successfully robbed James, but later denies being the robber, claiming the robber is in the center.",170-175,170,175,Temporal.Asynchronous,Temporal,0.996409833431244,standard_discopy,later
2458,1098,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,Stochastic,4,"While Justin is also evasive, Paul's direct manipulation of the Robber role makes him the most likely target for elimination to advance Team Village's goal.",402-407,402,407,Comparison.Contrast,Comparison,0.8729187846183777,standard_discopy,while
2459,1098,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,run_2,Stochastic,4,"While Justin is also evasive, Paul's direct manipulation of the Robber role makes him the most likely target for elimination to advance Team Village's goal.",418-422,418,422,Expansion.Conjunction,Expansion,0.9931331276893616,standard_discopy,also
2460,1099,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Paul is the subject of the unanimous vote, he is the most likely candidate for a Werewolf based on the public discussion.",221-226,221,226,Contingency.Cause,Contingency,0.9691171050071716,standard_discopy,since
2461,1099,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Paul is the subject of the unanimous vote, he is the most likely candidate for a Werewolf based on the public discussion.",272-275,272,275,Expansion.Conjunction,Expansion,0.9882737398147584,standard_discopy,and
2462,1099,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,run_2,Stochastic,4,"Therefore, voting out Paul is the strategic move to maximize Team Village's chances of victory.",398-407,398,407,Contingency.Cause,Contingency,0.9946566820144652,standard_discopy,therefore
2463,1100,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_2,Stochastic,2,"However, Mitchell is heavily implicated, first being accused by Justin (who claimed to be a Werewolf) of being a Werewolf (65).",133-140,133,140,Comparison.Contrast,Comparison,0.7493062615394592,standard_discopy,however
2464,1100,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,run_2,Stochastic,3,"Furthermore, Mitchell's own role claims—shifting between Robber, Seer, and potentially Doppelganger—are extremely convoluted and difficult to verify.",261-272,261,272,Expansion.Conjunction,Expansion,0.9897049069404602,standard_discopy,furthermore
2465,1101,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,Stochastic,2,"While his role may have changed due to night actions, this is the most direct evidence of a Werewolf's identity provided by any player.",101-106,101,106,Comparison.Contrast,Comparison,0.7255933284759521,standard_discopy,while
2466,1101,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,Stochastic,3,"Since Team Village wins only if a Werewolf is eliminated, targeting Justin is the safest path to victory.",237-242,237,242,Contingency.Cause,Contingency,0.994265615940094,standard_discopy,since
2467,1101,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,Stochastic,3,"Since Team Village wins only if a Werewolf is eliminated, targeting Justin is the safest path to victory.",266-268,266,268,Contingency.Condition,Contingency,0.9144119024276732,standard_discopy,if
2468,1101,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,Stochastic,4,"Although James is also heavily suspected of being a Werewolf, Justin's confession makes him the most certain target.",343-351,343,351,Comparison.Contrast,Comparison,0.7454171180725098,standard_discopy,although
2469,1101,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,run_2,Stochastic,4,"Although James is also heavily suspected of being a Werewolf, Justin's confession makes him the most certain target.",361-365,361,365,Expansion.Conjunction,Expansion,0.995605766773224,standard_discopy,also
2470,1102,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,Stochastic,3,"While Justin is also suspicious due to role claims, James's behavior is the most overtly aggressive and self-incriminating in the public discussion.",249-254,249,254,Comparison.Contrast,Comparison,0.8512101769447327,standard_discopy,while
2471,1102,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,run_2,Stochastic,3,"While Justin is also suspicious due to role claims, James's behavior is the most overtly aggressive and self-incriminating in the public discussion.",265-269,265,269,Expansion.Conjunction,Expansion,0.9983806610107422,standard_discopy,also
2472,1103,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,Stochastic,2,"He initially claims to be the Seer, but later claims to be the Tanner, a significant shift in identity that suggests deception.",158-163,158,163,Temporal.Asynchronous,Temporal,0.9942049384117126,standard_discopy,later
2473,1103,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,run_2,Stochastic,3,"Furthermore, Paul explicitly states his belief that Justin is the Werewolf (123), despite Justin's attempts to steer the conversation away from his own role.",246-257,246,257,Expansion.Conjunction,Expansion,0.9895010590553284,standard_discopy,furthermore
2474,1104,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,Stochastic,1,Caitlynn is the most obvious target because she directly admitted to being a Werewolf during the discussion (at [39] and [42]).,36-43,36,43,Contingency.Cause,Contingency,0.9995192289352416,standard_discopy,because
2475,1104,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,Stochastic,2,"While the conversation is extremely confusing due to multiple role swaps (Robber and Troublemaker), her confession provides the strongest piece of evidence available to Team Village.",128-133,128,133,Comparison.Contrast,Comparison,0.6671242117881775,standard_discopy,while
2476,1104,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,run_2,Stochastic,3,"To ensure a win, the safest bet is to eliminate the player who openly claimed the role, as this is the most direct path to fulfilling the win condition of eliminating a Werewolf.",399-401,399,401,Contingency.Cause,Contingency,0.9942453503608704,standard_discopy,as
2477,1105,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Caitlynn is the primary suspect identified by the players actively trying to solve the game, she is the most logical choice for the vote.",225-230,225,230,Contingency.Cause,Contingency,0.9842240810394288,standard_discopy,since
2478,1105,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Caitlynn is the primary suspect identified by the players actively trying to solve the game, she is the most logical choice for the vote.",276-279,276,279,Expansion.Conjunction,Expansion,0.9923530220985411,standard_discopy,and
2479,1106,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,Stochastic,3,"While Mike and Mitchell aggressively accuse each other, there is no verifiable evidence presented in the public discussion to confirm that any specific player is a Werewolf.",297-302,297,302,Comparison.Contrast,Comparison,0.866025447845459,standard_discopy,while
2480,1106,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,Stochastic,4,"Therefore, I cannot confidently choose a target, and I must assume the possibility that all Werewolf cards are currently in the role pool.",471-480,471,480,Contingency.Cause,Contingency,0.999303102493286,standard_discopy,therefore
2481,1106,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,run_2,Stochastic,4,"Therefore, I cannot confidently choose a target, and I must assume the possibility that all Werewolf cards are currently in the role pool.",520-523,520,523,Expansion.Conjunction,Expansion,0.9222806096076964,standard_discopy,and
2482,1107,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_2,Stochastic,1,"The discussion heavily focuses on identifying a Werewolf, and Caitlynn is the primary target of suspicion.",58-61,58,61,Expansion.Conjunction,Expansion,0.9955678582191468,standard_discopy,and
2483,1107,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,run_2,Stochastic,4,"Furthermore, Mitchell repeatedly and confidently asserts that Caitlynn is the Werewolf (98).",343-354,343,354,Expansion.Conjunction,Expansion,0.9852193593978882,standard_discopy,furthermore
2484,1108,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,Stochastic,1,Mitchell is the most likely target because he explicitly admitted to being the Werewolf during the discussion phase.,35-42,35,42,Contingency.Cause,Contingency,0.999958872795105,standard_discopy,because
2485,1108,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Mitchell has confessed to this role, he is the definitive choice for elimination.",268-273,268,273,Contingency.Cause,Contingency,0.5256925225257874,standard_discopy,since
2486,1108,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, and Mitchell has confessed to this role, he is the definitive choice for elimination.",319-322,319,322,Expansion.Conjunction,Expansion,0.9782034158706664,standard_discopy,and
2487,1109,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,Stochastic,2,"However, Mike makes a direct and specific accusation against Alana, stating, 'I think you're the werewolf' (49).",100-107,100,107,Comparison.Contrast,Comparison,0.7467349767684937,standard_discopy,however
2488,1109,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,run_2,Stochastic,3,"Given the objective of Team Village is to eliminate a Werewolf if one is present, Alana is the most strongly identified suspect in the public discussion.",276-278,276,278,Contingency.Condition,Contingency,0.9775663018226624,standard_discopy,if
2489,1110,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,Stochastic,1,"Mike is the most suspicious player because he repeatedly claims to be a Werewolf (100, 127, 136) while simultaneously trying to convince the group to vote out Caitlynn (116, 136).",35-42,35,42,Contingency.Cause,Contingency,0.9995946288108826,standard_discopy,because
2490,1110,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,Stochastic,1,"Mike is the most suspicious player because he repeatedly claims to be a Werewolf (100, 127, 136) while simultaneously trying to convince the group to vote out Caitlynn (116, 136).",97-102,97,102,Temporal.Synchrony,Temporal,0.964606761932373,standard_discopy,while
2491,1110,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,Stochastic,1,"Mike is the most suspicious player because he repeatedly claims to be a Werewolf (100, 127, 136) while simultaneously trying to convince the group to vote out Caitlynn (116, 136).",103-117,103,117,Temporal.Synchrony,Temporal,0.6682104468345642,standard_discopy,simultaneously
2492,1110,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,Stochastic,2,This pattern of claiming the enemy role and then immediately directing the vote against a specific player is a common tactic used by Werewolves to divert suspicion.,224-228,224,228,Temporal.Asynchronous,Temporal,0.971471071243286,standard_discopy,then
2493,1110,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,run_2,Stochastic,3,"While Caitlynn and Meghan are involved in role manipulation, Mike's direct and aggressive claims about his own alignment make him the primary target for elimination to ensure Team Village wins.",345-350,345,350,Comparison.Contrast,Comparison,0.8322300910949707,standard_discopy,while
2494,1111,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,Stochastic,1,"Mike is the most likely Werewolf because he openly admitted to his role during the discussion, stating, ""I was a regular werewolf"" (91).",33-40,33,40,Contingency.Cause,Contingency,0.9999916553497314,standard_discopy,because
2495,1111,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,Stochastic,2,"While this could be a deception, there is no counter-evidence in the transcript to refute his claim, and the other players (Justin and Meghan) appear to be acting in a Village-aligned manner, attempting to deduce the truth.",137-142,137,142,Comparison.Contrast,Comparison,0.6481372117996216,standard_discopy,while
2496,1111,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,Stochastic,2,"While this could be a deception, there is no counter-evidence in the transcript to refute his claim, and the other players (Justin and Meghan) appear to be acting in a Village-aligned manner, attempting to deduce the truth.",238-241,238,241,Expansion.Conjunction,Expansion,0.9897834658622742,standard_discopy,and
2497,1111,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,run_2,Stochastic,3,"Since Team Village wins by eliminating a Werewolf, Mike is the primary target.",361-366,361,366,Contingency.Cause,Contingency,0.8403428196907043,standard_discopy,since
2498,1112,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,Stochastic,2,"He initially claimed to be the Seer and saw Werewolves, but this claim was immediately challenged by Justin, who questioned his credibility.",187-190,187,190,Comparison.Contrast,Comparison,0.6830323338508606,standard_discopy,but
2499,1112,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,run_2,Stochastic,3,"Furthermore, Mike is heavily involved in the discussion of role swaps (Doppelganger), making his current identity and trustworthiness highly questionable.",272-283,272,283,Expansion.Conjunction,Expansion,0.998072862625122,standard_discopy,furthermore
2500,1113,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,run_2,Stochastic,3,"While Mitchell openly claims a history as a Werewolf, Justin's persistent and elaborate narrative of deceit makes him the primary threat to Team Village's goal of eliminating a Werewolf.",282-287,282,287,Comparison.Contrast,Comparison,0.8141394257545471,standard_discopy,while
2501,1114,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,Stochastic,2,"Paul, claiming to be the Seer, initially identified Mitchell as a werewolf, but later, Justin claimed Mike remained a werewolf despite alleged role swaps.",180-183,180,183,Comparison.Contrast,Comparison,0.7393761873245239,standard_discopy,but
2502,1114,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,run_2,Stochastic,2,"Paul, claiming to be the Seer, initially identified Mitchell as a werewolf, but later, Justin claimed Mike remained a werewolf despite alleged role swaps.",184-189,184,189,Temporal.Asynchronous,Temporal,0.9979028701782228,standard_discopy,later
2503,1115,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,Stochastic,2,This is a classic Werewolf tactic designed to deflect suspicion onto others while simultaneously establishing a shared history of guilt.,212-217,212,217,Temporal.Synchrony,Temporal,0.9024633765220642,standard_discopy,while
2504,1115,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,Stochastic,2,This is a classic Werewolf tactic designed to deflect suspicion onto others while simultaneously establishing a shared history of guilt.,218-232,218,232,Temporal.Synchrony,Temporal,0.3398012816905975,standard_discopy,simultaneously
2505,1115,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,Stochastic,3,"While Mitchell and Justin are also suspects due to their involvement in card swaps, Paul's dramatic declaration is the most overt attempt to manipulate the vote and frame his peers.",273-278,273,278,Comparison.Contrast,Comparison,0.8623117208480835,standard_discopy,while
2506,1115,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,run_2,Stochastic,3,"While Mitchell and Justin are also suspects due to their involvement in card swaps, Paul's dramatic declaration is the most overt attempt to manipulate the vote and frame his peers.",303-307,303,307,Expansion.Conjunction,Expansion,0.9709930419921876,standard_discopy,also
2507,1116,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,Stochastic,3,"While Justin is also involved in card-swapping drama, Paul's aggressive attempts to steer the vote and his self-incrimination make him the prime target for elimination to ensure Team Village wins.",265-270,265,270,Comparison.Contrast,Comparison,0.8673761487007141,standard_discopy,while
2508,1116,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,run_2,Stochastic,3,"While Justin is also involved in card-swapping drama, Paul's aggressive attempts to steer the vote and his self-incrimination make him the prime target for elimination to ensure Team Village wins.",281-285,281,285,Expansion.Conjunction,Expansion,0.9907191395759584,standard_discopy,also
2509,1117,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,run_2,Stochastic,4,"Given that Team Village wins by eliminating a Werewolf, and two players have identified Justin as such, he is the most logical target for the vote.",400-403,400,403,Expansion.Conjunction,Expansion,0.9966922998428344,standard_discopy,and
2510,1118,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,run_2,Stochastic,2,"However, Mitchell makes a direct and definitive statement, claiming, 'I am a werewolf.",115-122,115,122,Comparison.Contrast,Comparison,0.7308245897293091,standard_discopy,however
2511,1118,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,run_2,Stochastic,4,"While this could be a bluff, it is the clearest piece of evidence pointing to a Werewolf identity among the players.",222-227,222,227,Comparison.Contrast,Comparison,0.5465483665466309,standard_discopy,while
2512,1118,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,run_2,Stochastic,5,"Justin also claims to have been turned into a Werewolf, but Mitchell's open declaration makes him the most immediate and high-risk target for Team Village.",346-350,346,350,Expansion.Conjunction,Expansion,0.9988746047019958,standard_discopy,also
2513,1118,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,run_2,Stochastic,5,"Justin also claims to have been turned into a Werewolf, but Mitchell's open declaration makes him the most immediate and high-risk target for Team Village.",395-398,395,398,Comparison.Contrast,Comparison,0.5903035402297974,standard_discopy,but
2514,1119,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,run_2,Stochastic,1,"The discussion is highly complex due to potential role swaps and deception, but Mitchell is the central figure driving the narrative that two Werewolves have been identified.",76-79,76,79,Comparison.Contrast,Comparison,0.6764329671859741,standard_discopy,but
2515,1119,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,run_2,Stochastic,3,"While he might be telling the truth, his insistence on identifying specific targets makes him a prime candidate for being a Werewolf attempting to manipulate the vote.",277-282,277,282,Comparison.Contrast,Comparison,0.8016887307167053,standard_discopy,while
2516,1120,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,run_2,Stochastic,2,"While he claims to be the Troublemaker, his immediate and strong attempts to frame others suggest a high level of deception aimed at diverting suspicion.",135-140,135,140,Comparison.Contrast,Comparison,0.7595362663269043,standard_discopy,while
2517,1121,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,run_2,Stochastic,1,"Mike is the most heavily scrutinized player in the transcript, primarily due to his anxious demeanor and his conflicting claims about his role (claiming to be a Werewolf while exhibiting behavior consistent with a Tanner).",170-175,170,175,Temporal.Synchrony,Temporal,0.7189586162567139,standard_discopy,while
