justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,as,Temporal,as,127,129,,0,,contiguous,2,Justin himself admits in lines [71] and [81] that he started as a Werewolf.
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,since,Contingency,Since,142,147,,0,,contiguous,3,"Since Team Village wins if at least one Werewolf is eliminated, Justin is the primary target."
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,if,Contingency,if,166,168,,0,,contiguous,3,"Since Team Village wins if at least one Werewolf is eliminated, Justin is the primary target."
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,although,Comparison,Although,236,244,,0,,contiguous,4,"Although Paul and Mitchell are aligned with Team Village (Paul is confirmed Seer, Mitchell claims Insomniac), Justin is the only confirmed threat that must be removed for Team Village to achieve victory."
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,and,Expansion,and,250,253,,0,,contiguous,4,"Although Paul and Mitchell are aligned with Team Village (Paul is confirmed Seer, Mitchell claims Insomniac), Justin is the only confirmed threat that must be removed for Team Village to achieve victory."
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,with,Contingency,with,275,279,,0,,contiguous,4,"Although Paul and Mitchell are aligned with Team Village (Paul is confirmed Seer, Mitchell claims Insomniac), Justin is the only confirmed threat that must be removed for Team Village to achieve victory."
1422,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,greedy_t0,0,Greedy,for,Contingency,for,403,406,,0,,contiguous,4,"Although Paul and Mitchell are aligned with Team Village (Paul is confirmed Seer, Mitchell claims Insomniac), Justin is the only confirmed threat that must be removed for Team Village to achieve victory."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,however,Comparison,However,106,113,,0,,contiguous,2,"However, Paul is the only player who directly admitted to being a Werewolf during the discussion (Line 36), even if he attempted to cover it up later."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,even if,Comparison,even if,214,221,,0,,contiguous,2,"However, Paul is the only player who directly admitted to being a Werewolf during the discussion (Line 36), even if he attempted to cover it up later."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,later,Temporal,later,250,255,,0,,contiguous,2,"However, Paul is the only player who directly admitted to being a Werewolf during the discussion (Line 36), even if he attempted to cover it up later."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,while,Comparison,While,257,262,,0,,contiguous,3,"While this admission could be a lie, it makes him the most suspicious player based on the available public transcript."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,therefore,Contingency,Therefore,376,385,,0,,contiguous,4,"Therefore, targeting Paul is the most logical move to maximize the chance of eliminating a Werewolf and securing a Village victory."
1423,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,greedy_t0,0,Greedy,and,Expansion,and,476,479,,0,,contiguous,4,"Therefore, targeting Paul is the most logical move to maximize the chance of eliminating a Werewolf and securing a Village victory."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,and,Expansion,and,7,10,,0,,contiguous,1,"Justin and Paul are the only players who openly claimed to be Werewolves during the discussion, which makes them the primary suspects for Team Village."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,for,Contingency,for,134,137,,0,,contiguous,1,"Justin and Paul are the only players who openly claimed to be Werewolves during the discussion, which makes them the primary suspects for Team Village."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,while,Comparison,While,152,157,,0,,contiguous,2,"While roles can swap, their immediate and repeated assertions of being Werewolves are highly suspicious and suggest they are attempting to deflect suspicion."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,and,Expansion,and,190,193,,0,,contiguous,2,"While roles can swap, their immediate and repeated assertions of being Werewolves are highly suspicious and suggest they are attempting to deflect suspicion."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,and,Expansion,and,256,259,,0,,contiguous,2,"While roles can swap, their immediate and repeated assertions of being Werewolves are highly suspicious and suggest they are attempting to deflect suspicion."
1424,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,greedy_t0,0,Greedy,conversely,Comparison,conversely,320,330,,0,,contiguous,3,"Mitchell, conversely, is the one actively accusing them, which could indicate a genuine attempt to save the game."
1425,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,however,Comparison,However,128,135,,0,,contiguous,2,"However, Mitchell has been the most active in making strong, accusatory statements, including claiming to be the Robber and subsequently accusing Paul of being a werewolf."
1425,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,and,Expansion,and,248,251,,0,,contiguous,2,"However, Mitchell has been the most active in making strong, accusatory statements, including claiming to be the Robber and subsequently accusing Paul of being a werewolf."
1425,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,while,Comparison,While,300,305,,0,,contiguous,3,"While Justin (the Seer) provided a key piece of information about the center cards, Mitchell's aggressive attempts to frame others and his history of deception make him the most suspicious target for elimination."
1425,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,and,Expansion,and,431,434,,0,,contiguous,3,"While Justin (the Seer) provided a key piece of information about the center cards, Mitchell's aggressive attempts to frame others and his history of deception make him the most suspicious target for elimination."
1425,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,greedy_t0,0,Greedy,for,Contingency,for,496,499,,0,,contiguous,3,"While Justin (the Seer) provided a key piece of information about the center cards, Mitchell's aggressive attempts to frame others and his history of deception make him the most suspicious target for elimination."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,but,Comparison,but,34,37,,0,,contiguous,1,"The discussion is highly chaotic, but Jordan2 exhibits a pattern of aggressive accusation and self-serving role claims."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,and,Expansion,and,90,93,,0,,contiguous,1,"The discussion is highly chaotic, but Jordan2 exhibits a pattern of aggressive accusation and self-serving role claims."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,while,Comparison,while,171,176,,0,,contiguous,2,"Jordan2 frequently attempts to corroborate stories while simultaneously accusing others (like Sarah and Jordan1) of being werewolves, which is a common tactic used by Werewolves to sow distrust and deflect suspicion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,simultaneously,Temporal,simultaneously,177,191,,0,,contiguous,2,"Jordan2 frequently attempts to corroborate stories while simultaneously accusing others (like Sarah and Jordan1) of being werewolves, which is a common tactic used by Werewolves to sow distrust and deflect suspicion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,and,Expansion,and,220,223,,0,,contiguous,2,"Jordan2 frequently attempts to corroborate stories while simultaneously accusing others (like Sarah and Jordan1) of being werewolves, which is a common tactic used by Werewolves to sow distrust and deflect suspicion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,and,Expansion,and,314,317,,0,,contiguous,2,"Jordan2 frequently attempts to corroborate stories while simultaneously accusing others (like Sarah and Jordan1) of being werewolves, which is a common tactic used by Werewolves to sow distrust and deflect suspicion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,while,Comparison,While,337,342,,0,,contiguous,3,"While many players are lying, Jordan2's constant narrative control and aggressive nature make them a prime suspect for being a Werewolf or Minion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,and,Expansion,and,404,407,,0,,contiguous,3,"While many players are lying, Jordan2's constant narrative control and aggressive nature make them a prime suspect for being a Werewolf or Minion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,for,Contingency,for,452,455,,0,,contiguous,3,"While many players are lying, Jordan2's constant narrative control and aggressive nature make them a prime suspect for being a Werewolf or Minion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,or,Expansion,or,473,475,,0,,contiguous,3,"While many players are lying, Jordan2's constant narrative control and aggressive nature make them a prime suspect for being a Werewolf or Minion."
1426,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,greedy_t0,0,Greedy,and,Expansion,and,546,549,,0,,contiguous,4,Targeting this player aims to eliminate a key source of chaos and potential threat to Team Village.
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,but,Comparison,but,34,37,,0,,contiguous,1,"The discussion is highly chaotic, but Jordan1 has been repeatedly involved in aggressive role-swapping arguments and has been directly accused of being a Werewolf (L56, L102)."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,and,Expansion,and,113,116,,0,,contiguous,1,"The discussion is highly chaotic, but Jordan1 has been repeatedly involved in aggressive role-swapping arguments and has been directly accused of being a Werewolf (L56, L102)."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,and,Expansion,and,207,210,,0,,contiguous,2,"He frequently denies his roles and attempts to shift blame onto others, which is a common tactic for a Werewolf trying to survive."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,for,Contingency,for,273,276,,0,,contiguous,2,"He frequently denies his roles and attempts to shift blame onto others, which is a common tactic for a Werewolf trying to survive."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,while,Comparison,While,307,312,,0,,contiguous,3,"While other players are also suspicious, Jordan1's persistent denial and involvement in the role confusion make him a prime target for Team Village to eliminate a threat."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,also,Expansion,also,331,335,,0,,contiguous,3,"While other players are also suspicious, Jordan1's persistent denial and involvement in the role confusion make him a prime target for Team Village to eliminate a threat."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,and,Expansion,and,376,379,,0,,contiguous,3,"While other players are also suspicious, Jordan1's persistent denial and involvement in the role confusion make him a prime target for Team Village to eliminate a threat."
1427,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,greedy_t0,0,Greedy,for,Contingency,for,438,441,,0,,contiguous,3,"While other players are also suspicious, Jordan1's persistent denial and involvement in the role confusion make him a prime target for Team Village to eliminate a threat."
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,and,Expansion,and,41,44,,0,,contiguous,1,The discussion transcript shows a strong and consistent focus on Mike as the primary suspect.
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,as,Temporal,as,70,72,,0,,contiguous,1,The discussion transcript shows a strong and consistent focus on Mike as the primary suspect.
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,and,Expansion,and,137,140,,0,,contiguous,2,"Multiple players, including Justin, James, and Mitchell, directly accuse Mike of being a Werewolf, often citing his suspicious behavior during the night phase."
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,specifically,Expansion,specifically,260,272,,0,,contiguous,3,"James specifically points to Mike's actions regarding the center cards, suggesting he is lying about his role."
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,despite,Comparison,Despite,365,372,,0,,contiguous,4,"Despite some attempts to deflect suspicion or argue about role swaps, the collective weight of the evidence presented in the public discussion points toward Mike being the most likely Werewolf, making him the optimal target for Team Village."
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,or,Expansion,or,408,410,,0,,contiguous,4,"Despite some attempts to deflect suspicion or argue about role swaps, the collective weight of the evidence presented in the public discussion points toward Mike being the most likely Werewolf, making him the optimal target for Team Village."
1428,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,greedy_t0,0,Greedy,for,Contingency,for,589,592,,0,,contiguous,4,"Despite some attempts to deflect suspicion or argue about role swaps, the collective weight of the evidence presented in the public discussion points toward Mike being the most likely Werewolf, making him the optimal target for Team Village."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,and,Expansion,and,110,113,,0,,contiguous,2,"Initially, he claims to be the Seer and reveals that he saw a Werewolf (80, 111), a powerful claim that would be highly incriminating if false."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,if,Contingency,if,208,210,,0,,contiguous,2,"Initially, he claims to be the Seer and reveals that he saw a Werewolf (80, 111), a powerful claim that would be highly incriminating if false."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,however,Comparison,However,218,225,,0,,contiguous,3,"However, he later retracts this claim, stating, 'This doesn't matter, I'm not the Seer' (168)."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,later,Temporal,later,230,235,,0,,contiguous,3,"However, he later retracts this claim, stating, 'This doesn't matter, I'm not the Seer' (168)."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,and,Expansion,and,325,328,,0,,contiguous,4,This sudden and unexplained denial of a key role suggests he was actively lying about his identity or actions to manipulate the discussion.
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,or,Expansion,or,412,414,,0,,contiguous,4,This sudden and unexplained denial of a key role suggests he was actively lying about his identity or actions to manipulate the discussion.
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,given,Contingency,Given,453,458,,0,,contiguous,5,"Given the high level of role swapping and confusion, Dan's inconsistent narrative makes him the prime suspect for a Werewolf attempting to deflect suspicion."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,and,Expansion,and,491,494,,0,,contiguous,5,"Given the high level of role swapping and confusion, Dan's inconsistent narrative makes him the prime suspect for a Werewolf attempting to deflect suspicion."
1429,Gemma 4 4B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,greedy_t0,0,Greedy,for,Contingency,for,563,566,,0,,contiguous,5,"Given the high level of role swapping and confusion, Dan's inconsistent narrative makes him the prime suspect for a Werewolf attempting to deflect suspicion."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,and,Expansion,and,60,63,,0,,contiguous,1,"The discussion heavily focused on identifying a key threat, and Mitchell was consistently targeted as the most suspicious player."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,as,Temporal,as,99,101,,0,,contiguous,1,"The discussion heavily focused on identifying a key threat, and Mitchell was consistently targeted as the most suspicious player."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,as,Temporal,as,148,150,,0,,contiguous,2,"He was identified as potentially being the Tanner or a Werewolf, and his resignation to being killed reinforced this suspicion."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,or,Expansion,or,180,182,,0,,contiguous,2,"He was identified as potentially being the Tanner or a Werewolf, and his resignation to being killed reinforced this suspicion."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,and,Expansion,and,195,198,,0,,contiguous,2,"He was identified as potentially being the Tanner or a Werewolf, and his resignation to being killed reinforced this suspicion."
1430,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,greedy_t0,0,Greedy,although,Comparison,Although,258,266,,0,,contiguous,3,"Although eliminating the Tanner results in a Tanner win, the consensus of the group was to eliminate Mitchell, suggesting they believed he represented the greatest danger to Team Village."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,and,Expansion,and,31,34,,0,,contiguous,1,"Mike displays the most erratic and suspicious behavior throughout the discussion, making him the primary suspect for a Werewolf."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,for,Contingency,for,113,116,,0,,contiguous,1,"Mike displays the most erratic and suspicious behavior throughout the discussion, making him the primary suspect for a Werewolf."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,but,Comparison,but,183,186,,0,,contiguous,2,"He initially claims to be the Robber, a Village role, but later claims to be the Tanner, an independent role, suggesting a significant role change or deception."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,later,Temporal,later,187,192,,0,,contiguous,2,"He initially claims to be the Robber, a Village role, but later claims to be the Tanner, an independent role, suggesting a significant role change or deception."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,or,Expansion,or,276,278,,0,,contiguous,2,"He initially claims to be the Robber, a Village role, but later claims to be the Tanner, an independent role, suggesting a significant role change or deception."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,furthermore,Expansion,Furthermore,290,301,,0,,contiguous,3,"Furthermore, he is heavily involved in the complex discussion of role swaps, which allows him to obscure his true alignment."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,given,Contingency,Given,415,420,,0,,contiguous,4,"Given the high level of confusion, targeting the player who demonstrates the most inconsistent claims is the best strategy for Team Village."
1431,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,greedy_t0,0,Greedy,for,Contingency,for,538,541,,0,,contiguous,4,"Given the high level of confusion, targeting the player who demonstrates the most inconsistent claims is the best strategy for Team Village."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,but,Comparison,but,84,87,,0,,contiguous,1,"The discussion is highly chaotic due to multiple role swaps (Troublemaker, Robber), but Mitchell is the most suspicious player."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,and,Expansion,and,204,207,,0,,contiguous,2,"He repeatedly shifts his claimed roles, moving from Troublemaker to Tanner, and even explicitly stating he was a Werewolf (103)."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,while,Comparison,While,257,262,,0,,contiguous,3,"While his claims are contradictory, this extreme role instability makes him the primary target of suspicion."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,ultimately,Temporal,ultimately,376,386,,0,,contiguous,4,"The group ultimately converges on voting left, which points to Mitchell, suggesting they believe he is the Werewolf or the Tanner, and eliminating him is the best path for Team Village."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,or,Expansion,or,482,484,,0,,contiguous,4,"The group ultimately converges on voting left, which points to Mitchell, suggesting they believe he is the Werewolf or the Tanner, and eliminating him is the best path for Team Village."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,and,Expansion,and,497,500,,0,,contiguous,4,"The group ultimately converges on voting left, which points to Mitchell, suggesting they believe he is the Werewolf or the Tanner, and eliminating him is the best path for Team Village."
1432,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,greedy_t0,0,Greedy,for,Contingency,for,534,537,,0,,contiguous,4,"The group ultimately converges on voting left, which points to Mitchell, suggesting they believe he is the Werewolf or the Tanner, and eliminating him is the best path for Team Village."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,then,Temporal,then,135,139,,0,,contiguous,2,"He claims to be a Werewolf, then claims to be the Tanner, and later makes confusing statements about being the Drunk, all while denying drinking."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,and,Expansion,and,165,168,,0,,contiguous,2,"He claims to be a Werewolf, then claims to be the Tanner, and later makes confusing statements about being the Drunk, all while denying drinking."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,later,Temporal,later,169,174,,0,,contiguous,2,"He claims to be a Werewolf, then claims to be the Tanner, and later makes confusing statements about being the Drunk, all while denying drinking."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,while,Comparison,while,229,234,,0,,contiguous,2,"He claims to be a Werewolf, then claims to be the Tanner, and later makes confusing statements about being the Drunk, all while denying drinking."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,furthermore,Expansion,Furthermore,318,329,,0,,contiguous,4,"Furthermore, both Mitchell and Mike strongly advocate for voting Justin, indicating a shared belief that he is the primary threat that needs to be eliminated for Team Village to win."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,and,Expansion,and,345,348,,0,,contiguous,4,"Furthermore, both Mitchell and Mike strongly advocate for voting Justin, indicating a shared belief that he is the primary threat that needs to be eliminated for Team Village to win."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,for,Contingency,for,372,375,,0,,contiguous,4,"Furthermore, both Mitchell and Mike strongly advocate for voting Justin, indicating a shared belief that he is the primary threat that needs to be eliminated for Team Village to win."
1433,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,greedy_t0,0,Greedy,for,Contingency,for,476,479,,0,,contiguous,4,"Furthermore, both Mitchell and Mike strongly advocate for voting Justin, indicating a shared belief that he is the primary threat that needs to be eliminated for Team Village to win."
1434,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,and,Expansion,and,100,103,,0,,contiguous,1,"Justin exhibits highly suspicious behavior throughout the discussion, making aggressive accusations and attempting to frame Caitlynn as the Tanner."
1434,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,as,Temporal,as,133,135,,0,,contiguous,1,"Justin exhibits highly suspicious behavior throughout the discussion, making aggressive accusations and attempting to frame Caitlynn as the Tanner."
1434,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,while,Comparison,While,244,249,,0,,contiguous,3,"While Caitlynn is also evasive, Justin's active role in manipulating the narrative and making complex, self-serving claims makes him the most likely candidate to be a Werewolf."
1434,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,also,Expansion,also,262,266,,0,,contiguous,3,"While Caitlynn is also evasive, Justin's active role in manipulating the narrative and making complex, self-serving claims makes him the most likely candidate to be a Werewolf."
1434,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,greedy_t0,0,Greedy,and,Expansion,and,327,330,,0,,contiguous,3,"While Caitlynn is also evasive, Justin's active role in manipulating the narrative and making complex, self-serving claims makes him the most likely candidate to be a Werewolf."
