model,decoding_group,run_label,semantic_category,discourse_relation,n_justifications,support,joint_prevalence,prevalence_category,prevalence_relation,lift,low_support_diagnostic
Gemma 4 31B,Stochastic,run_3,Payoff,Expansion,191,35,0.18324607329842932,0.2879581151832461,0.5549738219895288,1.1466552315608918,False
Gemma 4 31B,Stochastic,run_3,Payoff,Temporal,191,18,0.09424083769633508,0.2879581151832461,0.4083769633507853,0.8013986013986013,False
Gemma 4 31B,Stochastic,run_3,Payoff,Any explicit,191,53,0.2774869109947644,0.2879581151832461,0.9581151832460733,1.0057625434674615,False
Gemma 4 31B,Stochastic,run_3,Uncertainty,Comparison,191,10,0.05235602094240838,0.08376963350785341,0.41361256544502617,1.5110759493670887,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Contingency,191,5,0.02617801047120419,0.08376963350785341,0.5863874345549738,0.5329241071428572,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Expansion,191,10,0.05235602094240838,0.08376963350785341,0.5549738219895288,1.1261792452830188,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Temporal,191,4,0.020942408376963352,0.08376963350785341,0.4083769633507853,0.6121794871794872,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Any explicit,191,15,0.07853403141361257,0.08376963350785341,0.9581151832460733,0.9784836065573771,True
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Comparison,191,44,0.23036649214659685,0.5392670157068062,0.4397905759162304,0.9713361072584374,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Contingency,191,67,0.3507853403141361,0.5392670157068062,0.5235602094240838,1.2424271844660193,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Expansion,191,68,0.35602094240837695,0.5392670157068062,0.6282722513089005,1.0508090614886731,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Temporal,191,41,0.21465968586387435,0.5392670157068062,0.42408376963350786,0.9386311878221265,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Any explicit,191,96,0.5026178010471204,0.5392670157068062,0.9476439790575916,0.9835326932360673,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Comparison,191,83,0.43455497382198954,0.9895287958115183,0.4397905759162304,0.9985512723607961,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Contingency,191,100,0.5235602094240838,0.9895287958115183,0.5235602094240838,1.0105820105820107,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Expansion,191,119,0.6230366492146597,0.9895287958115183,0.6282722513089005,1.0021604938271607,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Temporal,191,81,0.42408376963350786,0.9895287958115183,0.42408376963350786,1.0105820105820105,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Any explicit,191,180,0.9424083769633508,0.9895287958115183,0.9476439790575916,1.0049986845566956,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Comparison,191,34,0.17801047120418848,0.3036649214659686,0.4397905759162304,1.3329228243021345,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Contingency,191,20,0.10471204188481675,0.3036649214659686,0.5235602094240838,0.6586206896551724,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Expansion,191,36,0.18848167539267016,0.3036649214659686,0.6282722513089005,0.9879310344827587,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Temporal,191,23,0.12041884816753927,0.3036649214659686,0.42408376963350786,0.9350787569178375,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Any explicit,191,56,0.2931937172774869,0.3036649214659686,0.9476439790575916,1.0188607353781671,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Comparison,191,57,0.29842931937172773,0.612565445026178,0.4397905759162304,1.1077533577533576,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Contingency,191,58,0.3036649214659686,0.612565445026178,0.5235602094240838,0.9468376068376068,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Expansion,191,74,0.387434554973822,0.612565445026178,0.6282722513089005,1.0066951566951567,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Temporal,191,57,0.29842931937172773,0.612565445026178,0.42408376963350786,1.148781259892371,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Any explicit,191,115,0.6020942408376964,0.612565445026178,0.9476439790575916,1.0372101808565897,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Comparison,191,54,0.28272251308900526,0.5968586387434555,0.4397905759162304,1.0770676691729324,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Contingency,191,54,0.28272251308900526,0.5968586387434555,0.5235602094240838,0.9047368421052633,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Expansion,191,75,0.39267015706806285,0.5968586387434555,0.6282722513089005,1.0471491228070176,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Temporal,191,55,0.2879581151832461,0.5968586387434555,0.42408376963350786,1.1376434914446611,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Any explicit,191,111,0.581151832460733,0.5968586387434555,0.9476439790575916,1.0274789182902007,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Comparison,191,23,0.12041884816753927,0.2931937172774869,0.4397905759162304,0.9338860544217688,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Contingency,191,39,0.20418848167539266,0.2931937172774869,0.5235602094240838,1.3301785714285714,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Expansion,191,39,0.20418848167539266,0.2931937172774869,0.6282722513089005,1.1084821428571427,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Temporal,191,19,0.09947643979057591,0.2931937172774869,0.42408376963350786,0.8000440917107583,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Any explicit,191,53,0.2774869109947644,0.2931937172774869,0.9476439790575916,0.9987174427782165,False
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Comparison,191,10,0.05235602094240838,0.07853403141361257,0.4397905759162304,1.5158730158730158,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Contingency,191,7,0.03664921465968586,0.07853403141361257,0.5235602094240838,0.8913333333333332,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Expansion,191,10,0.05235602094240838,0.07853403141361257,0.6282722513089005,1.0611111111111111,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Temporal,191,8,0.041884816753926704,0.07853403141361257,0.42408376963350786,1.25761316872428,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Any explicit,191,15,0.07853403141361257,0.07853403141361257,0.9476439790575916,1.0552486187845305,True
