justification_id,model,game_id,run_label,decoding_group,n_sentences,n_sent_Mechanical,sem_Mechanical,n_sent_Testimony,sem_Testimony,n_sent_SocialJudgment,sem_SocialJudgment,n_sent_Behavioral,sem_Behavioral,n_sent_ClaimComparison,sem_ClaimComparison,n_sent_Payoff,sem_Payoff,n_sent_Uncertainty,sem_Uncertainty,n_sent_Other,sem_Other,n_disc_Comparison,disc_Comparison,n_disc_Contingency,disc_Contingency,n_disc_Expansion,disc_Expansion,n_disc_Temporal,disc_Temporal,n_sense_Comparison.Contrast,sense_Comparison.Contrast,n_sense_Comparison.Concession,sense_Comparison.Concession,n_sense_Contingency.Cause,sense_Contingency.Cause,n_sense_Contingency.Condition,sense_Contingency.Condition,n_sense_Expansion.Conjunction,sense_Expansion.Conjunction,n_sense_Expansion.Alternative,sense_Expansion.Alternative,n_sense_Expansion.Restatement,sense_Expansion.Restatement,n_sense_Temporal.Asynchronous,sense_Temporal.Asynchronous,n_sense_Temporal.Synchrony,sense_Temporal.Synchrony,n_relations,has_any_relation,vote,voted_player_end_role,is_correct,n_words,n_semantic_categories
4B__Youtube__The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF__Game7__run_2,Gemma 4 4B,Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,run_2,Stochastic,4,0,False,2,True,0,False,0,False,0,False,2,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Tyler,Tanner,False,96,3
4B__Youtube__Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11__Game1__run_2,Gemma 4 4B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,run_2,Stochastic,3,0,False,1,True,2,True,1,True,0,False,1,True,1,True,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,James,Tanner,False,71,5
4B__Youtube__Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11__Game2__run_2,Gemma 4 4B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,run_2,Stochastic,3,0,False,0,False,2,True,1,True,0,False,1,True,0,False,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Paul,Tanner,False,79,3
4B__Youtube__Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11__Game3__run_2,Gemma 4 4B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,run_2,Stochastic,4,0,False,3,True,0,False,0,False,0,False,2,True,1,True,0,False,2,True,1,True,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,3,True,Laura,Werewolf,True,94,3
4B__Youtube__Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11__Game4__run_2,Gemma 4 4B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,run_2,Stochastic,3,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Paul,Werewolf,True,70,2
4B__Youtube__Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11__Game5__run_2,Gemma 4 4B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,run_2,Stochastic,4,0,False,1,True,0,False,3,True,0,False,1,True,2,True,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,2,True,Mitchell,Werewolf,True,92,4
4B__Youtube__Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10__Game1__run_2,Gemma 4 4B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,run_2,Stochastic,4,0,False,2,True,0,False,3,True,0,False,2,True,0,False,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Justin,Villager,False,78,3
4B__Youtube__Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10__Game2__run_2,Gemma 4 4B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,run_2,Stochastic,4,0,False,2,True,1,True,4,True,1,True,0,False,1,True,0,False,2,True,0,False,1,True,1,True,2,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,4,True,Mitchell,Seer,False,89,5
4B__Youtube__Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10__Game3__run_2,Gemma 4 4B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,run_2,Stochastic,4,0,False,0,False,3,True,0,False,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Laura,Werewolf,True,92,2
4B__Youtube__Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10__Game4__run_2,Gemma 4 4B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,run_2,Stochastic,4,0,False,0,False,1,True,1,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,2,True,Paul,Hunter,False,69,4
4B__Youtube__Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10__Game5__run_2,Gemma 4 4B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,run_2,Stochastic,4,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Laura,Werewolf,True,52,2
4B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,Gemma 4 4B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,run_2,Stochastic,3,0,False,2,True,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Justin,Werewolf,True,68,3
4B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game2__run_2,Gemma 4 4B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,run_2,Stochastic,4,0,False,1,True,2,True,3,True,0,False,1,True,0,False,0,False,1,True,2,True,0,False,3,True,1,True,0,False,1,True,1,True,0,False,0,False,0,False,2,True,1,True,6,True,Mike,Tanner,False,95,4
4B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game3__run_2,Gemma 4 4B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,run_2,Stochastic,5,0,False,1,True,3,True,1,True,2,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Paul,Werewolf,True,99,5
4B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game4__run_2,Gemma 4 4B,Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,run_2,Stochastic,4,0,False,0,False,0,False,4,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Mike,Troublemaker,False,77,1
4B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game1__run_3,Gemma 4 4B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,run_3,Stochastic,4,1,True,3,True,0,False,0,False,0,False,1,True,0,False,0,False,2,True,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Erin,Robber,False,76,3
4B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_3,Gemma 4 4B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,run_3,Stochastic,4,0,False,0,False,0,False,3,True,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Sebastian,Villager,False,92,2
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game4__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,run_3,Stochastic,3,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Ashley,Werewolf,True,58,2
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,run_3,Stochastic,4,0,False,0,False,3,True,0,False,0,False,1,True,1,True,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Chris,Werewolf,True,73,3
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game6__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,run_3,Stochastic,4,0,False,1,True,2,True,1,True,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,James,Troublemaker,False,84,5
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game7__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,run_3,Stochastic,4,1,True,1,True,0,False,1,True,0,False,2,True,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Sukeshi,Robber,False,84,4
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,run_3,Stochastic,4,0,False,0,False,3,True,2,True,0,False,2,True,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Sian,Tanner,False,87,3
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game9__run_3,Gemma 4 4B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,run_3,Stochastic,3,0,False,1,True,3,True,1,True,0,False,1,True,1,True,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,James,Villager,False,77,5
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game10__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,run_3,Stochastic,4,0,False,2,True,0,False,2,True,2,True,0,False,0,False,1,True,1,True,1,True,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,0,False,1,True,0,False,3,True,Sean,Werewolf,True,101,3
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game11__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,run_3,Stochastic,4,0,False,1,True,0,False,3,True,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Hunter,Troublemaker,False,88,3
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game6__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,run_3,Stochastic,4,0,False,3,True,0,False,1,True,0,False,1,True,1,True,0,False,2,True,2,True,0,False,0,False,2,True,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,4,True,Hunter,Villager,False,85,4
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game7__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,run_3,Stochastic,4,0,False,1,True,0,False,2,True,0,False,0,False,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Zack,Seer,False,90,3
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game8__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_3,Stochastic,3,0,False,1,True,2,True,0,False,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Zack,Werewolf,True,81,3
4B__Ego4D__1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce__Game9__run_3,Gemma 4 4B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_3,Stochastic,3,0,False,0,False,3,True,1,True,0,False,1,True,0,False,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Sean,Villager,False,83,3
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game10__run_3,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_3,Stochastic,4,0,False,1,True,1,True,4,True,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Tyler,Werewolf,True,87,5
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game6__run_3,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_3,Stochastic,4,0,False,1,True,1,True,3,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,2,True,Tyler,Werewolf,True,71,3
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game7__run_3,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,0,False,2,True,0,False,1,True,2,True,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,0,False,0,False,0,False,3,True,No Werewolf,,False,66,1
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__run_3,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_3,Stochastic,4,0,False,0,False,4,True,0,False,0,False,1,True,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,Erin,Troublemaker,False,84,3
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game9__run_3,Gemma 4 4B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_3,Stochastic,4,0,False,0,False,1,True,1,True,1,True,1,True,0,False,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Tyler,Werewolf,True,87,4
4B__Ego4D__324bccd2-adff-4e9a-8ff4-03491e144ac3__Game1__run_3,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,1,True,2,True,1,True,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,87,2
4B__Ego4D__324bccd2-adff-4e9a-8ff4-03491e144ac3__Game2__run_3,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_3,Stochastic,4,0,False,2,True,2,True,0,False,0,False,1,True,0,False,0,False,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Hunter,Seer,False,84,3
4B__Ego4D__324bccd2-adff-4e9a-8ff4-03491e144ac3__Game3__run_3,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,run_3,Stochastic,3,0,False,1,True,1,True,1,True,0,False,1,True,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,Sean,Troublemaker,False,77,5
4B__Ego4D__324bccd2-adff-4e9a-8ff4-03491e144ac3__Game4__run_3,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,run_3,Stochastic,4,0,False,1,True,0,False,3,True,1,True,1,True,0,False,0,False,2,True,1,True,2,True,1,True,2,True,0,False,0,False,1,True,2,True,0,False,0,False,1,True,0,False,6,True,Jacob,Werewolf,True,97,4
4B__Ego4D__324bccd2-adff-4e9a-8ff4-03491e144ac3__Game5__run_3,Gemma 4 4B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,run_3,Stochastic,4,0,False,4,True,0,False,0,False,1,True,1,True,0,False,0,False,2,True,1,True,1,True,1,True,1,True,1,True,1,True,0,False,1,True,0,False,0,False,1,True,0,False,5,True,Jacob,Werewolf,True,85,3
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game1__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,run_3,Stochastic,4,2,True,2,True,0,False,1,True,0,False,0,False,1,True,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Jessica,Troublemaker,False,86,4
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game2__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,run_3,Stochastic,4,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,2,True,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,2,True,Kaelan,Minion,False,63,3
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game3__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,run_3,Stochastic,4,0,False,2,True,1,True,0,False,0,False,1,True,0,False,0,False,1,True,2,True,1,True,0,False,1,True,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,4,True,Jessica,Werewolf,True,74,3
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game4__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,run_3,Stochastic,4,1,True,2,True,0,False,0,False,3,True,1,True,0,False,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,2,True,Daniel,Robber,False,76,4
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game5__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,run_3,Stochastic,4,0,False,0,False,3,True,0,False,0,False,1,True,0,False,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,Daniel,Tanner,False,71,2
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_3,Gemma 4 4B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,run_3,Stochastic,4,0,False,0,False,0,False,0,False,0,False,0,False,2,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,No Werewolf,,True,71,1
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game10__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,run_3,Stochastic,4,0,False,0,False,0,False,0,False,0,False,0,False,4,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,2,True,No Werewolf,,False,73,1
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game11__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,run_3,Stochastic,4,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True,2,True,0,False,0,False,0,False,1,True,0,False,2,True,0,False,0,False,0,False,0,False,3,True,Kaelan,Villager,False,64,3
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game12__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,run_3,Stochastic,3,0,False,0,False,0,False,0,False,0,False,0,False,3,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,No Werewolf,,True,64,1
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game7__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,run_3,Stochastic,4,0,False,1,True,3,True,1,True,0,False,1,True,0,False,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Jessica,Werewolf,True,88,4
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game8__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,run_3,Stochastic,4,0,False,1,True,0,False,1,True,0,False,2,True,2,True,0,False,1,True,1,True,0,False,0,False,1,True,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,2,True,No Werewolf,,True,100,4
4B__Ego4D__62c4bc58-3776-4791-ac30-4c9ca5619503__Game9__run_3,Gemma 4 4B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,run_3,Stochastic,3,0,False,1,True,0,False,0,False,0,False,0,False,2,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,2,True,Jessica,Werewolf,True,83,2
4B__Ego4D__64076f60-f3fc-4ee6-93e1-3489d8ec7b12__Game3__run_3,Gemma 4 4B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_3,Stochastic,4,0,False,0,False,0,False,1,True,0,False,1,True,1,True,0,False,1,True,3,True,1,True,0,False,1,True,0,False,1,True,2,True,1,True,0,False,0,False,0,False,0,False,5,True,Hailey,Villager,False,99,3
4B__Ego4D__698f6bbe-4347-4a06-bd5d-3482f5e4fbbe__Game1__run_3,Gemma 4 4B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_3,Stochastic,3,0,False,0,False,1,True,3,True,0,False,0,False,0,False,0,False,1,True,1,True,1,True,2,True,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,2,True,5,True,James,Robber,False,80,2
4B__Ego4D__698f6bbe-4347-4a06-bd5d-3482f5e4fbbe__Game2__run_3,Gemma 4 4B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,run_3,Stochastic,3,0,False,0,False,3,True,1,True,0,False,1,True,0,False,0,False,1,True,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Sukeshi,Werewolf,True,80,3
4B__Ego4D__698f6bbe-4347-4a06-bd5d-3482f5e4fbbe__Game3__run_3,Gemma 4 4B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,run_3,Stochastic,4,0,False,1,True,1,True,3,True,2,True,1,True,0,False,0,False,2,True,0,False,0,False,1,True,2,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,3,True,Chris,Hunter,False,90,5
4B__Youtube__Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9__Game1__run_3,Gemma 4 4B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_3,Stochastic,4,0,False,1,True,3,True,3,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,1,True,Mitchell,Insomniac,False,77,3
4B__Youtube__Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9__Game2__run_3,Gemma 4 4B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_3,Stochastic,4,0,False,1,True,0,False,1,True,2,True,2,True,0,False,0,False,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,1,True,0,False,0,False,1,True,0,False,3,True,Paul,Seer,False,78,4
4B__Youtube__Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9__Game3__run_3,Gemma 4 4B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,run_3,Stochastic,3,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,James,Seer,False,82,3
4B__Youtube__Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9__Game4__run_3,Gemma 4 4B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_3,Stochastic,4,0,False,0,False,0,False,3,True,0,False,1,True,0,False,0,False,2,True,1,True,0,False,0,False,2,True,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False,3,True,Justin,Troublemaker,False,93,2
4B__Youtube__Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9__Game5__run_3,Gemma 4 4B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,run_3,Stochastic,3,0,False,1,True,0,False,0,False,0,False,1,True,1,True,0,False,1,True,1,True,2,True,0,False,1,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,0,False,4,True,Laura,Werewolf,True,69,3
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game10__run_3,Gemma 4 4B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,run_3,Stochastic,4,0,False,0,False,4,True,2,True,0,False,1,True,0,False,0,False,2,True,0,False,1,True,0,False,2,True,0,False,0,False,0,False,1,True,0,False,0,False,0,False,0,False,3,True,Justin,Robber,False,87,3
