model,decoding_group,run_label,semantic_category,discourse_relation,n_sentences,support,joint_prevalence,prevalence_category,prevalence_relation,lift,support_is_thin
Gemma 4 31B,Stochastic,run_3,Payoff,Temporal,663,3,0.004524886877828055,0.09200603318250378,0.13122171945701358,0.37478801582815147,False
Gemma 4 31B,Stochastic,run_3,Payoff,Any explicit,663,46,0.0693815987933635,0.09200603318250378,0.5384615384615384,1.4004683840749415,False
Gemma 4 31B,Stochastic,run_3,Uncertainty,Comparison,663,7,0.010558069381598794,0.02564102564102564,0.13423831070889894,3.067415730337079,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Contingency,663,1,0.0015082956259426848,0.02564102564102564,0.21266968325791855,0.2765957446808511,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Expansion,663,4,0.006033182503770739,0.02564102564102564,0.2096530920060332,1.1223021582733814,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Temporal,663,1,0.0015082956259426848,0.02564102564102564,0.13122171945701358,0.4482758620689655,True
Gemma 4 31B,Stochastic,run_3,Uncertainty,Any explicit,663,10,0.015082956259426848,0.02564102564102564,0.5384615384615384,1.092436974789916,True
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Comparison,655,21,0.03206106870229008,0.19236641221374046,0.1450381679389313,1.149122807017544,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Contingency,655,59,0.0900763358778626,0.19236641221374046,0.20458015267175572,2.2888533522861882,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Expansion,655,37,0.05648854961832061,0.19236641221374046,0.2366412213740458,1.240911418330773,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Temporal,655,16,0.024427480916030534,0.19236641221374046,0.14045801526717558,0.904071773636991,False
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Any explicit,655,91,0.13893129770992366,0.19236641221374046,0.5511450381679389,1.3104032009849185,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Comparison,655,68,0.10381679389312977,0.6122137404580152,0.1450381679389313,1.1691823073894214,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Contingency,655,45,0.06870229007633588,0.6122137404580152,0.20458015267175572,0.5485353779729781,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Expansion,655,97,0.1480916030534351,0.6122137404580152,0.2366412213740458,1.022202558120827,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Temporal,655,74,0.11297709923664122,0.6122137404580152,0.14045801526717558,1.313834977772959,False
Gemma 4 31B,Greedy,greedy_t0,Testimony,Any explicit,655,220,0.33587786259541985,0.6122137404580152,0.5511450381679389,0.9954338530405289,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Comparison,655,17,0.025954198473282442,0.10534351145038168,0.1450381679389313,1.698703279938978,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Contingency,655,7,0.010687022900763359,0.10534351145038168,0.20458015267175572,0.4958901146441705,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Expansion,655,23,0.035114503816793895,0.10534351145038168,0.2366412213740458,1.4086021505376345,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Temporal,655,12,0.0183206106870229,0.10534351145038168,0.14045801526717558,1.2381852551984878,False
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Any explicit,655,42,0.06412213740458016,0.10534351145038168,0.5511450381679389,1.104420089124413,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Comparison,655,39,0.059541984732824425,0.2534351145038168,0.1450381679389313,1.619847812301839,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Contingency,655,22,0.03358778625954199,0.2534351145038168,0.20458015267175572,0.6478151411616617,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Expansion,655,30,0.04580152671755725,0.2534351145038168,0.2366412213740458,0.763699961134862,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Temporal,655,21,0.03206106870229008,0.2534351145038168,0.14045801526717558,0.9006678889470928,False
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Any explicit,655,84,0.1282442748091603,0.2534351145038168,0.5511450381679389,0.9181323632480061,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Comparison,655,28,0.042748091603053436,0.2595419847328244,0.1450381679389313,1.135603715170279,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Contingency,655,24,0.0366412213740458,0.2595419847328244,0.20458015267175572,0.6900790166812995,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Expansion,655,40,0.061068702290076333,0.2595419847328244,0.2366412213740458,0.9943074003795066,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Temporal,655,49,0.07480916030534351,0.2595419847328244,0.14045801526717558,2.0521099744245523,False
Gemma 4 31B,Greedy,greedy_t0,ClaimComparison,Any explicit,655,105,0.16030534351145037,0.2595419847328244,0.5511450381679389,1.1206615610233013,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Comparison,655,9,0.013740458015267175,0.09465648854961832,0.1450381679389313,1.000848896434635,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Contingency,655,31,0.04732824427480916,0.09465648854961832,0.20458015267175572,2.4440298507462686,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Expansion,655,21,0.03206106870229008,0.09465648854961832,0.2366412213740458,1.431321540062435,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Temporal,655,3,0.004580152671755725,0.09465648854961832,0.14045801526717558,0.3444950911640954,False
Gemma 4 31B,Greedy,greedy_t0,Payoff,Any explicit,655,47,0.0717557251908397,0.09465648854961832,0.5511450381679389,1.3754356179072469,False
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Comparison,655,7,0.010687022900763359,0.024427480916030534,0.1450381679389313,3.0164473684210527,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Contingency,655,5,0.007633587786259542,0.024427480916030534,0.20458015267175572,1.5275186567164178,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Expansion,655,5,0.007633587786259542,0.024427480916030534,0.2366412213740458,1.3205645161290323,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Temporal,655,1,0.0015267175572519084,0.024427480916030534,0.14045801526717558,0.4449728260869565,True
Gemma 4 31B,Greedy,greedy_t0,Uncertainty,Any explicit,655,14,0.021374045801526718,0.024427480916030534,0.5511450381679389,1.5876038781163435,True
